date,mmwr_wk,year,location,distributed,administered,total_cases,total_deaths
2021-07-03,26,2021,GA,11223555,8484630,1135867,21446
2021-07-10,27,2021,GA,11322705,8550988,1139983,21490
2021-07-17,28,2021,GA,11405925,8630136,1147072,21559
2021-07-24,29,2021,GA,11536745,8749205,1159742,21618
2021-07-31,30,2021,GA,11795685,8941174,1183278,21683
2021-08-07,31,2021,GA,12024545,9081249,1215785,21811
2021-08-14,32,2021,GA,12292545,9209838,1259081,21990
2021-08-21,33,2021,GA,12744145,9517382,1314108,22220
2021-08-28,34,2021,GA,13149275,9716680,1377637,22582
2021-09-04,35,2021,GA,13637925,9947287,1440189,23175
2021-09-11,36,2021,GA,13903725,10117678,1489574,23793
2021-09-18,37,2021,GA,14170165,10396999,1528898,24641
2021-09-25,38,2021,GA,14380645,10590170,1560203,25524
2021-10-02,39,2021,GA,14604205,10744206,1584660,26309
2021-10-09,40,2021,GA,14885345,10937587,1604419,27189
2021-10-16,41,2021,GA,15138595,11107783,1616804,27828
2021-10-23,42,2021,GA,15359675,11222786,1625399,28519
2021-10-30,43,2021,GA,15816775,11480849,1634093,29065
2020-12-19,51,2020,HI,4875,3398,19691,279
2020-12-26,52,2020,HI,38850,13664,20537,283
2021-01-02,53,2021,HI,65250,25309,21417,287
2021-01-09,1,2021,HI,95700,38012,22600,305
2021-01-16,2,2021,HI,154150,12819,23604,317
2021-01-23,3,2021,HI,191575,84792,24950,333
2021-01-30,4,2021,HI,227400,120502,25708,404
2021-02-06,5,2021,HI,263000,179059,26325,413
2021-02-13,6,2021,HI,310400,217780,26729,422
2021-02-20,7,2021,HI,397750,312730,27011,427
2021-02-27,8,2021,HI,497760,370746,27419,436
2021-03-06,9,2021,HI,598100,434343,27774,441
2021-03-13,10,2021,HI,681200,517061,28218,447
2021-03-20,11,2021,HI,766730,599643,28763,450
2021-03-27,12,2021,HI,890600,660902,29426,459
2021-04-03,13,2021,HI,1011720,742277,30246,464
2021-04-10,14,2021,HI,1140130,817817,30956,468
2021-04-17,15,2021,HI,1269070,923883,31606,471
2021-04-24,16,2021,HI,1370040,1135909,32165,475
2021-05-01,17,2021,HI,1480670,1239820,32882,480
2021-05-08,18,2021,HI,1565860,1376756,33540,484
2021-05-15,19,2021,HI,1657410,1445098,34064,488
2021-05-22,20,2021,HI,1767560,1536969,34610,491
2021-05-29,21,2021,HI,1838740,1583711,34889,496
2021-06-05,22,2021,HI,1872400,1604235,35283,499
2021-06-12,23,2021,HI,1901220,1625546,35693,503
2021-06-19,24,2021,HI,1925920,1657518,35976,508
2021-06-26,25,2021,HI,1939650,1673899,36251,513
2021-07-03,26,2021,HI,1947570,1686299,36552,515
2021-07-10,27,2021,HI,1956710,1694930,36934,518
2021-07-17,28,2021,HI,1960680,1704150,37577,520
2021-07-24,29,2021,HI,1976280,1707902,38741,524
2021-07-31,30,2021,HI,1993060,1718998,40643,534
2021-08-07,31,2021,HI,2008100,1729858,43977,539
2021-08-14,32,2021,HI,2029120,1742463,48376,545
2021-08-21,33,2021,HI,2057660,1757722,53153,560
2021-08-28,34,2021,HI,2101040,1774749,58436,584
2021-09-04,35,2021,HI,2161910,1799439,64597,610
2021-09-11,36,2021,HI,2219230,1821657,68916,648
2021-09-18,37,2021,HI,2277220,1841481,72687,697
2021-09-25,38,2021,HI,2300060,1859770,75391,742
2021-10-02,39,2021,HI,2353280,1886752,77412,796
2021-10-09,40,2021,HI,2397220,1906634,78786,832
2021-10-16,41,2021,HI,2438120,1931876,79697,861
2021-10-23,42,2021,HI,2490360,1955032,80569,880
2021-10-30,43,2021,HI,2572790,1977336,81461,899
2020-12-19,51,2020,IA,16575,6017,266236,3533
2020-12-26,52,2020,IA,82350,24751,274406,3744
2021-01-02,53,2021,IA,132850,53191,283330,3946
2021-01-09,1,2021,IA,191675,92175,295353,4127
2021-01-16,2,2021,IA,268800,135455,304270,4321
2021-01-23,3,2021,IA,361475,180110,312084,4487
2021-01-30,4,2021,IA,417900,237874,318556,4651
2021-02-06,5,2021,IA,510550,308527,323937,5108
2021-02-13,6,2021,IA,595775,432473,328719,5236
2021-02-20,7,2021,IA,707865,577374,332228,5336
2021-02-27,8,2021,IA,901745,684596,336007,5470
2021-03-06,9,2021,IA,1106755,861247,339258,5552
2021-03-13,10,2021,IA,1288785,1114523,342495,5633
2021-03-20,11,2021,IA,1482225,1265775,345390,5674
2021-03-27,12,2021,IA,1696035,1445223,349178,5718
2021-04-03,13,2021,IA,1919805,1687691,352874,5822
2021-04-10,14,2021,IA,2240975,1854009,356509,5857
2021-04-17,15,2021,IA,2481445,2070119,359764,5881
2021-04-24,16,2021,IA,2664745,2242261,362732,5927
2021-05-01,17,2021,IA,2825705,2408958,365228,5952
2021-05-08,18,2021,IA,2973685,2541332,367561,5984
2021-05-15,19,2021,IA,3099895,2644924,369230,6000
2021-05-22,20,2021,IA,3215445,2755687,370517,6035
2021-05-29,21,2021,IA,3326855,2830985,371331,6055
2021-06-05,22,2021,IA,3362575,2875472,371956,6068
2021-06-12,23,2021,IA,3400315,2925617,372525,6099
2021-06-19,24,2021,IA,3425225,2982657,373046,6111
2021-06-26,25,2021,IA,3450545,3014810,373568,6131
2021-07-03,26,2021,IA,3464195,3048551,374162,6146
2021-07-10,27,2021,IA,3506895,3069436,374763,6149
2021-07-17,28,2021,IA,3518515,3091485,375883,6158
2021-07-24,29,2021,IA,3556995,3115354,377495,6170
2021-07-31,30,2021,IA,3595355,3141289,380234,6183
2021-08-07,31,2021,IA,3635855,3175308,384516,6193
2021-08-14,32,2021,IA,3701905,3210521,389807,6210
2021-08-21,33,2021,IA,3777875,3248963,395951,6226
2021-08-28,34,2021,IA,3855745,3289340,403398,6268
2021-09-04,35,2021,IA,3972415,3329288,412645,6307
2021-09-11,36,2021,IA,4009965,3360820,422509,6337
2021-09-18,37,2021,IA,4127595,3395187,435449,6401
2021-09-25,38,2021,IA,4176705,3425766,446791,6482
2021-10-02,39,2021,IA,4284865,3474707,456688,6563
2021-10-09,40,2021,IA,4353845,3531820,465683,6654
2021-10-16,41,2021,IA,4453245,3577911,472958,6748
2021-10-23,42,2021,IA,4523245,3630583,479153,6848
2021-10-30,43,2021,IA,4714875,3730247,486132,6965
2020-12-19,51,2020,ID,13650,0,129069,1275
2020-12-26,52,2020,ID,47375,0,135787,1354
2021-01-02,53,2021,ID,68900,18171,142199,1448
2021-01-09,1,2021,ID,108825,28105,149235,1528
2021-01-16,2,2021,ID,160075,51171,155276,1605
2021-01-23,3,2021,ID,181100,82640,159325,1668
2021-01-30,4,2021,ID,221550,114729,162683,1725
2021-02-06,5,2021,ID,266475,176220,165209,1767
2021-02-13,6,2021,ID,328600,221585,167483,1803
2021-02-20,7,2021,ID,358200,313466,169150,1826
2021-02-27,8,2021,ID,485195,378401,171140,1860
2021-03-06,9,2021,ID,594115,457434,172931,1879
2021-03-13,10,2021,ID,671845,536191,175236,1910
2021-03-20,11,2021,ID,785375,622341,177420,1941
2021-03-27,12,2021,ID,910095,710876,179428,1954
2021-04-03,13,2021,ID,1027045,799887,181181,1966
2021-04-10,14,2021,ID,1165795,889862,183374,1993
2021-04-17,15,2021,ID,1283065,959118,184948,2017
2021-04-24,16,2021,ID,1386985,1029611,186274,2031
2021-05-01,17,2021,ID,1437665,1087190,187776,2045
2021-05-08,18,2021,ID,1490225,1132242,188901,2061
2021-05-15,19,2021,ID,1539755,1172433,190004,2069
2021-05-22,20,2021,ID,1578235,1205957,191147,2082
2021-05-29,21,2021,ID,1610265,1232835,192034,2090
2021-06-05,22,2021,ID,1624395,1250742,192854,2105
2021-06-12,23,2021,ID,1643205,1269091,193590,2116
2021-06-19,24,2021,ID,1656570,1298562,194126,2122
2021-06-26,25,2021,ID,1666430,1311705,194734,2145
2021-07-03,26,2021,ID,1673910,1329401,195236,2158
2021-07-10,27,2021,ID,1705650,1341140,195930,2165
2021-07-17,28,2021,ID,1720650,1351487,196974,2173
2021-07-24,29,2021,ID,1735310,1360928,198477,2184
2021-07-31,30,2021,ID,1752500,1373692,200773,2199
2021-08-07,31,2021,ID,1779490,1388567,204404,2219
2021-08-14,32,2021,ID,1817110,1404134,208505,2246
2021-08-21,33,2021,ID,1933310,1425218,213295,2289
2021-08-28,34,2021,ID,1992890,1452051,218645,2328
2021-09-04,35,2021,ID,2059860,1475577,226181,2386
2021-09-11,36,2021,ID,2091290,1497151,233577,2472
2021-09-18,37,2021,ID,2148150,1522335,242021,2636
2021-09-25,38,2021,ID,2183060,1545929,250556,2753
2021-10-02,39,2021,ID,2238170,1575295,260012,2964
2021-10-09,40,2021,ID,2300470,1614169,268454,3122
2021-10-16,41,2021,ID,2343460,1640356,276862,3256
2021-10-23,42,2021,ID,2384100,1670759,285003,3413
2021-10-30,43,2021,ID,2477020,1716150,291252,3538
2020-12-19,51,2020,IL,109200,36123,894367,16326
2020-12-26,52,2020,IL,231250,97374,934142,17224
2021-01-02,53,2021,IL,478975,164782,975352,18217
2021-01-09,1,2021,IL,767600,268299,1024039,19210
2021-01-16,2,2021,IL,1001325,472685,1064667,20020
2021-01-23,3,2021,IL,1417250,654752,1098527,20645
2021-01-30,4,2021,IL,1696575,948804,1123873,21213
2021-02-06,5,2021,IL,2089050,1329963,1144281,21676
2021-02-13,6,2021,IL,2561800,1772568,1160523,22087
2021-02-20,7,2021,IL,2924725,2261482,1172824,22426
2021-02-27,8,2021,IL,3575135,2735250,1185447,22710
2021-03-06,9,2021,IL,4378835,3341021,1197267,23002
2021-03-13,10,2021,IL,5167015,4197357,1207847,23188
2021-03-20,11,2021,IL,5909425,4826260,1220432,23329
2021-03-27,12,2021,IL,6883535,5542211,1235578,23498
2021-04-03,13,2021,IL,8021745,6340870,1254185,23635
2021-04-10,14,2021,IL,9270385,7185009,1276830,23777
2021-04-17,15,2021,IL,10246165,8027611,1299575,23945
2021-04-24,16,2021,IL,11286585,8880236,1318998,24114
2021-05-01,17,2021,IL,12180665,9551269,1337868,24330
2021-05-08,18,2021,IL,12855545,10036784,1353226,24546
2021-05-15,19,2021,IL,13306375,10583166,1365020,24770
2021-05-22,20,2021,IL,13785635,11167219,1374565,24976
2021-05-29,21,2021,IL,14140165,11583657,1381063,25166
2021-06-05,22,2021,IL,14350645,11841109,1384903,25314
2021-06-12,23,2021,IL,14432025,12141586,1387297,25469
2021-06-19,24,2021,IL,14528485,12548114,1388939,25566
2021-06-26,25,2021,IL,14646155,12754766,1390681,25645
2021-07-03,26,2021,IL,14688115,13058473,1392857,25703
2021-07-10,27,2021,IL,14861055,13182552,1396027,25763
2021-07-17,28,2021,IL,14973405,13335591,1400885,25826
2021-07-24,29,2021,IL,15139975,13478563,1409226,25871
2021-07-31,30,2021,IL,15445035,13637169,1421480,25920
2021-08-07,31,2021,IL,15648565,13818242,1438972,26001
2021-08-14,32,2021,IL,15906245,14039870,1460729,26102
2021-08-21,33,2021,IL,16415675,14290439,1485440,26239
2021-08-28,34,2021,IL,16725255,14486097,1511360,26436
2021-09-04,35,2021,IL,17120465,14755639,1541336,26634
2021-09-11,36,2021,IL,17337055,14903636,1567436,26886
2021-09-18,37,2021,IL,17690875,15052025,1593147,27208
2021-09-25,38,2021,IL,17782555,15193379,1614352,27469
2021-10-02,39,2021,IL,17968315,15366094,1633243,27737
2021-10-09,40,2021,IL,18394225,15622179,1652073,27984
2021-10-16,41,2021,IL,18704645,15697938,1667609,28220
2021-10-23,42,2021,IL,18962345,15702797,1680908,28414
2021-10-30,43,2021,IL,19517695,16098900,1695524,28620
2020-12-19,51,2020,IN,55575,4892,457940,8682
2020-12-26,52,2020,IN,164450,33635,492174,9336
2021-01-02,53,2021,IN,353025,85751,523327,10041
2021-01-09,1,2021,IN,428825,150187,558881,10633
2021-01-16,2,2021,IN,641225,281392,587454,11146
2021-01-23,3,2021,IN,841725,446029,609008,11609
2021-01-30,4,2021,IN,931500,607185,625532,12005
2021-02-06,5,2021,IN,1118350,749771,638644,12315
2021-02-13,6,2021,IN,1387975,1018783,648398,12513
2021-02-20,7,2021,IN,1487400,1234416,655485,12681
2021-02-27,8,2021,IN,1848620,1551945,661854,12809
2021-03-06,9,2021,IN,2206230,1800802,667519,12919
2021-03-13,10,2021,IN,2537330,2127154,672953,13006
2021-03-20,11,2021,IN,2964250,2360942,678357,13072
2021-03-27,12,2021,IN,3328110,2655132,684440,13127
2021-04-03,13,2021,IN,3640170,2972415,691462,13183
2021-04-10,14,2021,IN,4286610,3301186,699068,13233
2021-04-17,15,2021,IN,4775740,3634597,707120,13303
2021-04-24,16,2021,IN,5220380,3914185,713959,13350
2021-05-01,17,2021,IN,5530460,4201867,721577,13416
2021-05-08,18,2021,IN,5727410,4463699,728811,13483
2021-05-15,19,2021,IN,5987240,4703345,734736,13551
2021-05-22,20,2021,IN,6232460,4924441,739626,13626
2021-05-29,21,2021,IN,6437880,5080847,743338,13695
2021-06-05,22,2021,IN,6509950,5182359,746554,13762
2021-06-12,23,2021,IN,6572110,5298467,749097,13817
2021-06-19,24,2021,IN,6615380,5460841,751242,13859
2021-06-26,25,2021,IN,6677690,5540588,752886,13903
2021-07-03,26,2021,IN,6704100,5836299,754968,13936
2021-07-10,27,2021,IN,6777740,5887413,757342,13971
2021-07-17,28,2021,IN,6815380,5943519,760599,13996
2021-07-24,29,2021,IN,6945380,6006960,765082,14021
2021-07-31,30,2021,IN,7037140,6072817,772231,14069
2021-08-07,31,2021,IN,7160340,6143041,782974,14134
2021-08-14,32,2021,IN,7285490,6213287,798956,14232
2021-08-21,33,2021,IN,7469860,6293436,819949,14390
2021-08-28,34,2021,IN,7642870,6383258,847477,14576
2021-09-04,35,2021,IN,7843930,6472711,876725,14790
2021-09-11,36,2021,IN,7967970,6524564,903233,15076
2021-09-18,37,2021,IN,8157580,6602165,929264,15385
2021-09-25,38,2021,IN,8243500,6681690,950022,15694
2021-10-02,39,2021,IN,8387800,6779818,968010,15961
2021-10-09,40,2021,IN,8572950,6908981,984017,16218
2021-10-16,41,2021,IN,8708080,6992679,997615,16437
2021-10-23,42,2021,IN,8885460,7074028,1007681,16608
2021-10-30,43,2021,IN,9125710,7210543,1018638,16683
2020-12-19,51,2020,KS,24375,2119,200426,2341
2020-12-26,52,2020,KS,91800,10567,209689,2507
2021-01-02,53,2021,KS,141950,19636,227745,2879
2021-01-09,1,2021,KS,191025,59562,242322,3148
2021-01-16,2,2021,KS,262675,104493,256134,3502
2021-01-23,3,2021,KS,348175,144909,266653,3598
2021-01-30,4,2021,KS,413350,206520,274685,3779
2021-02-06,5,2021,KS,492250,280252,281562,4101
2021-02-13,6,2021,KS,581975,367891,286102,4364
2021-02-20,7,2021,KS,645800,488738,290832,4614
2021-02-27,8,2021,KS,867585,583498,293663,4735
2021-03-06,9,2021,KS,1091625,707897,295861,4812
2021-03-13,10,2021,KS,1257325,850639,297748,4824
2021-03-20,11,2021,KS,1450815,1035916,299510,4842
2021-03-27,12,2021,KS,1643765,1217475,301433,4891
2021-04-03,13,2021,KS,1884795,1408174,302873,4932
2021-04-10,14,2021,KS,2141475,1600435,304236,4938
2021-04-17,15,2021,KS,2361115,1790051,305861,4953
2021-04-24,16,2021,KS,2576035,1933363,307536,4968
2021-05-01,17,2021,KS,2760075,2036312,309301,4982
2021-05-08,18,2021,KS,2826985,2129510,310696,5016
2021-05-15,19,2021,KS,2888985,2199543,311827,5038
2021-05-22,20,2021,KS,2932335,2257939,313089,5057
2021-05-29,21,2021,KS,2982945,2317319,314102,5076
2021-06-05,22,2021,KS,3012415,2343584,314893,5084
2021-06-12,23,2021,KS,3027785,2390073,315850,5106
2021-06-19,24,2021,KS,3057805,2433540,316590,5129
2021-06-26,25,2021,KS,3075785,2463231,317419,5147
2021-07-03,26,2021,KS,3089115,2500636,318728,5160
2021-07-10,27,2021,KS,3122795,2521185,320661,5179
2021-07-17,28,2021,KS,3145745,2545484,323651,5197
2021-07-24,29,2021,KS,3181175,2665382,327762,5240
2021-07-31,30,2021,KS,3248875,2702724,333500,5258
2021-08-07,31,2021,KS,3333845,2746017,340416,5306
2021-08-14,32,2021,KS,3391935,2789887,348746,5388
2021-08-21,33,2021,KS,3503365,2838305,356990,5494
2021-08-28,34,2021,KS,3562955,2892275,366840,5550
2021-09-04,35,2021,KS,3634285,2943920,378268,5642
2021-09-11,36,2021,KS,3680905,2982694,388111,5768
2021-09-18,37,2021,KS,3805525,3021667,397727,5881
2021-09-25,38,2021,KS,3855735,3056041,405123,5995
2021-10-02,39,2021,KS,3911485,3098157,411907,6069
2021-10-09,40,2021,KS,3995115,3157449,418208,6131
2021-10-16,41,2021,KS,4041295,3210170,423788,6166
2021-10-23,42,2021,KS,4150585,3258212,428816,6211
2021-10-30,43,2021,KS,4259115,3333130,434646,6415
2020-12-19,51,2020,KY,28275,5798,248819,4161
2020-12-26,52,2020,KY,120725,22016,263629,4566
2021-01-02,53,2021,KY,174750,59780,283707,4918
2021-01-09,1,2021,KY,262950,109446,310711,5243
2021-01-16,2,2021,KY,332450,206967,333921,5557
2021-01-23,3,2021,KY,471000,270960,354621,5849
2021-01-30,4,2021,KY,650150,386001,371357,6102
2021-02-06,5,2021,KY,747000,517168,386020,6307
2021-02-13,6,2021,KY,892100,649810,396786,6497
2021-02-20,7,2021,KY,998250,796952,404557,6625
2021-02-27,8,2021,KY,1317325,980727,411578,6720
2021-03-06,9,2021,KY,1555915,1209546,416754,6772
2021-03-13,10,2021,KY,1798045,1492234,421324,6827
2021-03-20,11,2021,KY,2072685,1713059,425423,6868
2021-03-27,12,2021,KY,2371375,1976294,429237,6926
2021-04-03,13,2021,KY,2731145,2252894,432806,6966
2021-04-10,14,2021,KY,3130125,2525215,436522,7001
2021-04-17,15,2021,KY,3429305,2802064,440736,7036
2021-04-24,16,2021,KY,3747885,3011682,444264,7074
2021-05-01,17,2021,KY,3979265,3168055,448065,7109
2021-05-08,18,2021,KY,4092275,3284726,451572,7143
2021-05-15,19,2021,KY,4173955,3409051,454433,7178
2021-05-22,20,2021,KY,4254525,3535226,457022,7211
2021-05-29,21,2021,KY,4318535,3631035,458921,7254
2021-06-05,22,2021,KY,4368565,3680579,460188,7282
2021-06-12,23,2021,KY,4390115,3772665,461738,7315
2021-06-19,24,2021,KY,4411665,3894258,462938,7338
2021-06-26,25,2021,KY,4450955,3952218,464021,7358
2021-07-03,26,2021,KY,4475215,4017749,465271,7376
2021-07-10,27,2021,KY,4530165,4055035,467199,7398
2021-07-17,28,2021,KY,4561845,4096449,470589,7424
2021-07-24,29,2021,KY,4619765,4139483,476374,7451
2021-07-31,30,2021,KY,4706145,4194567,486010,7500
2021-08-07,31,2021,KY,4797215,4278265,500770,7569
2021-08-14,32,2021,KY,4910145,4339316,520182,7680
2021-08-21,33,2021,KY,5029095,4435588,546103,7846
2021-08-28,34,2021,KY,5174765,4518270,577625,8055
2021-09-04,35,2021,KY,5357075,4619502,610229,8308
2021-09-11,36,2021,KY,5472135,4700325,638166,8560
2021-09-18,37,2021,KY,5621235,4786902,665459,8833
2021-09-25,38,2021,KY,5691345,4879990,686541,9114
2021-10-02,39,2021,KY,5824315,4979877,705100,9361
2021-10-09,40,2021,KY,5963495,5070117,718269,9497
2021-10-16,41,2021,KY,6057865,5146721,728637,9611
2021-10-23,42,2021,KY,6187985,5217763,736545,9663
2021-10-30,43,2021,KY,6387905,4891252,743156,9766
2020-12-19,51,2020,LA,39000,0,282434,6994
2020-12-26,52,2020,LA,141675,33218,296499,7272
2021-01-02,53,2021,LA,187350,46687,315275,7488
2021-01-09,1,2021,LA,296825,113470,341431,7833
2021-01-16,2,2021,LA,367675,219664,364853,8080
2021-01-23,3,2021,LA,543700,315023,380255,8483
2021-01-30,4,2021,LA,648925,420908,397276,8801
2021-02-06,5,2021,LA,769750,570731,409861,9076
2021-02-13,6,2021,LA,895150,735622,418585,9276
2021-02-20,7,2021,LA,1012000,877683,422287,9440
2021-02-27,8,2021,LA,1331680,1019381,428592,9587
2021-03-06,9,2021,LA,1640860,1179915,433045,9716
2021-03-13,10,2021,LA,1890870,1464259,436482,9861
2021-03-20,11,2021,LA,2164470,1629437,439737,9988
2021-03-27,12,2021,LA,2550580,1838055,443069,10087
2021-04-03,13,2021,LA,2903390,2093895,445469,10161
2021-04-10,14,2021,LA,3279090,2279467,448838,10216
2021-04-17,15,2021,LA,3513250,2460469,452420,10285
2021-04-24,16,2021,LA,3612910,2624038,455838,10336
2021-05-01,17,2021,LA,3679770,2709800,458834,10382
2021-05-08,18,2021,LA,3754030,2830772,462137,10433
2021-05-15,19,2021,LA,3797620,2924921,465203,10478
2021-05-22,20,2021,LA,3853090,3005269,468010,10522
2021-05-29,21,2021,LA,3902740,3069547,470929,10576
2021-06-05,22,2021,LA,3952070,3124501,473245,10615
2021-06-12,23,2021,LA,3979160,3181695,475538,10648
2021-06-19,24,2021,LA,4012140,3265742,477681,10688
2021-06-26,25,2021,LA,4046840,3308966,479834,10724
2021-07-03,26,2021,LA,4074550,3404179,483063,10758
2021-07-10,27,2021,LA,4116480,3439895,488355,10783
2021-07-17,28,2021,LA,4152520,3483711,497273,10832
2021-07-24,29,2021,LA,4225740,3546411,515373,10904
2021-07-31,30,2021,LA,4362920,3646097,545381,11008
2021-08-07,31,2021,LA,4599380,3760684,579416,11226
2021-08-14,32,2021,LA,4819710,3890404,619232,11540
2021-08-21,33,2021,LA,5138220,4029723,653544,11937
2021-08-28,34,2021,LA,5364820,4171284,682272,12403
2021-09-04,35,2021,LA,5417300,4266101,698282,12724
2021-09-11,36,2021,LA,5448950,4326568,714124,13077
2021-09-18,37,2021,LA,5624080,4403876,726701,13435
2021-09-25,38,2021,LA,5785280,4470968,735542,13759
2021-10-02,39,2021,LA,5826360,4547557,742481,14000
2021-10-09,40,2021,LA,5912580,4638164,747816,14183
2021-10-16,41,2021,LA,5991370,4717707,752232,14330
2021-10-23,42,2021,LA,6067040,4779169,755631,14462
2021-10-30,43,2021,LA,6233640,4866322,758471,14547
2020-12-19,51,2020,MA,59475,6995,319270,11810
2020-12-26,52,2020,MA,211350,53172,349602,12254
2021-01-02,53,2021,MA,339350,88076,384181,12758
2021-01-09,1,2021,MA,449125,163954,427135,13259
2021-01-16,2,2021,MA,668725,292332,465726,13756
2021-01-23,3,2021,MA,859175,392967,496093,14258
2021-01-30,4,2021,MA,1060900,547082,521360,14768
2021-02-06,5,2021,MA,1247600,727120,540827,15197
2021-02-13,6,2021,MA,1502725,1009560,555895,15542
2021-02-20,7,2021,MA,1737170,1375439,567764,15874
2021-02-27,8,2021,MA,2091730,1684341,579680,16180
2021-03-06,9,2021,MA,2497130,2082052,589931,16453
2021-03-13,10,2021,MA,2891100,2561749,600616,16683
2021-03-20,11,2021,MA,3321910,2909219,612857,16909
2021-03-27,12,2021,MA,3848770,3345239,627556,17130
2021-04-03,13,2021,MA,4604300,3868668,643232,17315
2021-04-10,14,2021,MA,5331330,4461283,657578,17401
2021-04-17,15,2021,MA,5967370,5080279,671250,17469
2021-04-24,16,2021,MA,6771230,5672164,681570,17541
2021-05-01,17,2021,MA,7459960,6276416,690279,17617
2021-05-08,18,2021,MA,8068900,6785409,696540,17667
2021-05-15,19,2021,MA,8523650,7225009,701490,17747
2021-05-22,20,2021,MA,8968160,7643514,704796,17818
2021-05-29,21,2021,MA,9309200,7965407,706783,17868
2021-06-05,22,2021,MA,9481590,8185775,707940,17907
2021-06-12,23,2021,MA,9569230,8430750,708836,17939
2021-06-19,24,2021,MA,9628260,8638077,709323,17965
2021-06-26,25,2021,MA,9720330,8757305,709738,17989
2021-07-03,26,2021,MA,9759160,8884607,710210,17999
2021-07-10,27,2021,MA,9829100,8945400,710940,18011
2021-07-17,28,2021,MA,9861560,9010254,712527,18021
2021-07-24,29,2021,MA,9952860,9070698,715603,18048
2021-07-31,30,2021,MA,10011300,9143308,720481,18082
2021-08-07,31,2021,MA,10107570,9210344,727278,18096
2021-08-14,32,2021,MA,10173240,9277892,735516,18144
2021-08-21,33,2021,MA,10319790,9354657,744873,18176
2021-08-28,34,2021,MA,10439830,9437938,755227,18222
2021-09-04,35,2021,MA,10579470,9527318,767004,18289
2021-09-11,36,2021,MA,10686870,9592732,778717,18356
2021-09-18,37,2021,MA,10850990,9662587,792482,18448
2021-09-25,38,2021,MA,10906030,9731224,804280,18545
2021-10-02,39,2021,MA,10989900,9819970,814715,18651
2021-10-09,40,2021,MA,11242770,9975562,824640,18755
2021-10-16,41,2021,MA,11428890,10091008,834307,18831
2021-10-23,42,2021,MA,11641560,10223552,842652,18911
2021-10-30,43,2021,MA,12061430,10425045,851922,18996
2020-12-19,51,2020,MD,22425,521,250808,5747
2020-12-26,52,2020,MD,184250,18928,267198,6048
2021-01-02,53,2021,MD,260400,59890,285319,6371
2021-01-09,1,2021,MD,370725,128853,306674,6655
2021-01-16,2,2021,MD,563925,237751,326445,6962
2021-01-23,3,2021,MD,742175,307411,341452,7287
2021-01-30,4,2021,MD,884650,475780,354473,7569
2021-02-06,5,2021,MD,1029725,626838,363650,7792
2021-02-13,6,2021,MD,1192675,812231,370983,8020
2021-02-20,7,2021,MD,1450000,1054467,376355,8206
2021-02-27,8,2021,MD,1837445,1280675,382099,8355
2021-03-06,9,2021,MD,2116560,1606378,387319,8445
2021-03-13,10,2021,MD,2430150,1922161,393441,8556
2021-03-20,11,2021,MD,2866250,2194556,400023,8674
2021-03-27,12,2021,MD,3335590,2594534,408044,8766
2021-04-03,13,2021,MD,3811300,3043682,417329,8875
2021-04-10,14,2021,MD,4475360,3513930,426730,8993
2021-04-17,15,2021,MD,4967520,3924960,436028,9096
2021-04-24,16,2021,MD,5544960,4456286,443257,9219
2021-05-01,17,2021,MD,6148420,4859616,448989,9327
2021-05-08,18,2021,MD,6647730,5171015,453125,9408
2021-05-15,19,2021,MD,7154150,5517143,456004,9485
2021-05-22,20,2021,MD,7603410,5808759,458292,9558
2021-05-29,21,2021,MD,7936880,6111631,459711,9599
2021-06-05,22,2021,MD,8173730,6243970,460575,9644
2021-06-12,23,2021,MD,8286690,6423560,461265,9686
2021-06-19,24,2021,MD,8354700,6659569,461768,9709
2021-06-26,25,2021,MD,8436270,6738385,462111,9735
2021-07-03,26,2021,MD,8468140,6920679,462565,9749
2021-07-10,27,2021,MD,8580840,6990202,463146,9762
2021-07-17,28,2021,MD,8633450,7061815,464114,9780
2021-07-24,29,2021,MD,8713120,7133245,465796,9806
2021-07-31,30,2021,MD,8793230,7213539,468821,9826
2021-08-07,31,2021,MD,8902250,7293516,473542,9853
2021-08-14,32,2021,MD,9014850,7374832,479517,9889
2021-08-21,33,2021,MD,9154430,7462345,486473,9940
2021-08-28,34,2021,MD,9284250,7560767,494452,9989
2021-09-04,35,2021,MD,9513070,7660662,502631,10067
2021-09-11,36,2021,MD,9658710,7741854,509968,10167
2021-09-18,37,2021,MD,9827920,7825332,518579,10263
2021-09-25,38,2021,MD,9939660,7905677,527247,10376
2021-10-02,39,2021,MD,10068590,8005407,535703,10476
2021-10-09,40,2021,MD,10235470,8134406,543552,10588
2021-10-16,41,2021,MD,10422480,8242998,550114,10705
2021-10-23,42,2021,MD,10594710,8365492,555366,10796
2021-10-30,43,2021,MD,10953240,8488788,560634,10882
2020-12-19,51,2020,ME,11700,2262,18949,292
2020-12-26,52,2020,ME,44675,15246,21881,325
2021-01-02,53,2021,ME,65750,30849,25590,359
2021-01-09,1,2021,ME,96475,45380,29298,432
2021-01-16,2,2021,ME,136875,61129,33559,511
2021-01-23,3,2021,ME,178450,93003,36787,544
2021-01-30,4,2021,ME,212125,132067,39323,590
2021-02-06,5,2021,ME,254550,168626,41217,635
2021-02-13,6,2021,ME,299375,193246,42528,649
2021-02-20,7,2021,ME,335375,268322,43497,658
2021-02-27,8,2021,ME,416090,332358,44634,703
