date,mmwr_wk,year,location,distributed,administered,total_cases,total_deaths
2021-07-10,27,2021,WA,9520555,8749728,455638,5998
2021-07-17,28,2021,WA,9566735,8838273,460067,6042
2021-07-24,29,2021,WA,9654005,8917230,467258,6081
2021-07-31,30,2021,WA,9739945,9003082,475146,6123
2021-08-07,31,2021,WA,9858675,9096256,490872,6171
2021-08-14,32,2021,WA,9993825,9195436,509824,6242
2021-08-21,33,2021,WA,10258965,9311797,531239,6365
2021-08-28,34,2021,WA,10513045,9445921,553912,6516
2021-09-04,35,2021,WA,10745265,9582976,578305,6704
2021-09-11,36,2021,WA,10876965,9713153,600874,6939
2021-09-18,37,2021,WA,11160515,9859904,623330,7224
2021-09-25,38,2021,WA,11274675,9496450,643425,7505
2021-10-02,39,2021,WA,11482935,9625321,663217,7779
2021-10-09,40,2021,WA,11704075,9822359,680173,8036
2021-10-16,41,2021,WA,11890275,9960821,696867,8256
2021-10-23,42,2021,WA,12139625,10106696,710511,8451
2021-10-30,43,2021,WA,12585615,10325750,725435,8628
2020-12-19,51,2020,WI,49725,3279,490679,4722
2020-12-26,52,2020,WI,123125,28160,506022,5029
2021-01-02,53,2021,WI,187100,64657,523652,5256
2021-01-09,1,2021,WI,312075,127569,548134,5567
2021-01-16,2,2021,WI,425725,203885,566275,5905
2021-01-23,3,2021,WI,610100,285630,580003,6184
2021-01-30,4,2021,WI,795050,450251,590997,6430
2021-02-06,5,2021,WI,926300,638241,600016,6611
2021-02-13,6,2021,WI,1082100,916129,606651,6744
2021-02-20,7,2021,WI,1301825,1188631,611789,6871
2021-02-27,8,2021,WI,1588665,1421435,616886,7014
2021-03-06,9,2021,WI,1924765,1721352,621277,7102
2021-03-13,10,2021,WI,2233235,2071836,625045,7178
2021-03-20,11,2021,WI,2614965,2343615,628969,7240
2021-03-27,12,2021,WI,2996415,2736745,633663,7274
2021-04-03,13,2021,WI,3470905,3140168,638590,7341
2021-04-10,14,2021,WI,3999985,3558061,644901,7379
2021-04-17,15,2021,WI,4542195,3982152,650949,7422
2021-04-24,16,2021,WI,5004705,4394643,656061,7474
2021-05-01,17,2021,WI,5279725,4700739,661209,7569
2021-05-08,18,2021,WI,5555605,4917970,665842,7652
2021-05-15,19,2021,WI,5693955,5121318,669427,7712
2021-05-22,20,2021,WI,5838765,5309529,672266,7748
2021-05-29,21,2021,WI,5934385,5453018,674141,7830
2021-06-05,22,2021,WI,5984375,5517959,675248,7954
2021-06-12,23,2021,WI,6007935,5631940,676141,8013
2021-06-19,24,2021,WI,6066895,5763920,676721,8046
2021-06-26,25,2021,WI,6107365,5835939,677299,8102
2021-07-03,26,2021,WI,6126845,5950080,677908,8137
2021-07-10,27,2021,WI,6207245,6008927,678716,8182
2021-07-17,28,2021,WI,6250335,6054220,679967,8209
2021-07-24,29,2021,WI,6322395,6100143,682397,8244
2021-07-31,30,2021,WI,6393985,6163565,687893,8291
2021-08-07,31,2021,WI,6502605,6222755,696089,8302
2021-08-14,32,2021,WI,6620345,6283735,705680,8322
2021-08-21,33,2021,WI,6830115,6350892,715703,8369
2021-08-28,34,2021,WI,6937485,6438892,728704,8440
2021-09-04,35,2021,WI,7065145,6527453,742725,8525
2021-09-11,36,2021,WI,7139395,6594363,755285,8619
2021-09-18,37,2021,WI,7264575,6665992,774503,8706
2021-09-25,38,2021,WI,7353295,6731812,796042,8800
2021-10-02,39,2021,WI,7502315,6824719,816371,8911
2021-10-09,40,2021,WI,7732595,6958234,836974,9021
2021-10-16,41,2021,WI,7885935,7069788,855207,9162
2021-10-23,42,2021,WI,8045235,7179001,867512,9259
2021-10-30,43,2021,WI,8346635,7341635,882457,9416
2020-12-19,51,2020,WV,16575,15254,71215,1122
2020-12-26,52,2020,WV,60875,31023,80177,1253
2021-01-02,53,2021,WV,103375,55005,89327,1373
2021-01-09,1,2021,WV,126275,111861,99778,1570
2021-01-16,2,2021,WV,205475,147643,108124,1761
2021-01-23,3,2021,WV,243100,194844,114752,1872
2021-01-30,4,2021,WV,305200,256401,120340,2015
2021-02-06,5,2021,WV,357000,314870,124190,2119
2021-02-13,6,2021,WV,395600,376113,127282,2201
2021-02-20,7,2021,WV,481225,458087,129364,2254
2021-02-27,8,2021,WV,605255,526059,131580,2297
2021-03-06,9,2021,WV,723565,594118,133290,2323
2021-03-13,10,2021,WV,823965,679347,135149,2519
2021-03-20,11,2021,WV,939515,756418,137478,2600
2021-03-27,12,2021,WV,1067635,846624,140316,2631
2021-04-03,13,2021,WV,1246555,943140,143106,2693
2021-04-10,14,2021,WV,1386215,1016392,145754,2742
2021-04-17,15,2021,WV,1522165,1079184,148517,2780
2021-04-24,16,2021,WV,1624925,1135039,151068,2817
2021-05-01,17,2021,WV,1658905,1182570,153498,2679
2021-05-08,18,2021,WV,1682345,1212466,156001,2726
2021-05-15,19,2021,WV,1731955,1248326,158230,2757
2021-05-22,20,2021,WV,1799335,1284254,159940,2772
2021-05-29,21,2021,WV,1836245,1311765,161429,2792
2021-06-05,22,2021,WV,1861135,1325701,162334,2813
2021-06-12,23,2021,WV,1871085,1358053,163007,2849
2021-06-19,24,2021,WV,1878315,1376376,163478,2863
2021-06-26,25,2021,WV,1889805,1402124,163858,2876
2021-07-03,26,2021,WV,1899525,1426269,164180,2899
2021-07-10,27,2021,WV,1917265,1478219,164517,2908
2021-07-17,28,2021,WV,1925615,1481309,165013,2919
2021-07-24,29,2021,WV,1950795,1484356,165836,2936
2021-07-31,30,2021,WV,1977205,1487736,167237,2947
2021-08-07,31,2021,WV,2025515,1491666,169507,2967
2021-08-14,32,2021,WV,2088325,1496300,172910,2982
2021-08-21,33,2021,WV,2233035,1503690,178361,3010
2021-08-28,34,2021,WV,2486265,1512635,186293,3064
2021-09-04,35,2021,WV,2857245,1520154,196484,3124
2021-09-11,36,2021,WV,2892585,1526384,208045,3207
2021-09-18,37,2021,WV,2947735,1533968,221513,3370
2021-09-25,38,2021,WV,2965315,1541442,233426,3523
2021-10-02,39,2021,WV,3001065,1556998,243671,3722
2021-10-09,40,2021,WV,3038725,1570226,252067,3935
2021-10-16,41,2021,WV,3064055,1580386,259585,4108
2021-10-23,42,2021,WV,3121715,1586835,265879,4263
2021-10-30,43,2021,WV,3176695,1590407,271871,4426
2020-12-19,51,2020,WY,4875,882,41488,351
2020-12-26,52,2020,WY,16725,2942,43146,373
2021-01-02,53,2021,WY,28125,7556,44573,438
2021-01-09,1,2021,WY,41375,13022,46719,489
2021-01-16,2,2021,WY,58675,25894,49068,522
2021-01-23,3,2021,WY,70750,37559,50583,571
2021-01-30,4,2021,WY,85750,49166,51704,596
2021-02-06,5,2021,WY,101650,71858,52618,624
2021-02-13,6,2021,WY,122000,89138,53086,647
2021-02-20,7,2021,WY,150905,129060,53683,662
2021-02-27,8,2021,WY,195855,151584,54350,671
2021-03-06,9,2021,WY,236065,177496,54764,682
2021-03-13,10,2021,WY,270015,206091,55163,691
2021-03-20,11,2021,WY,314015,220993,55581,693
2021-03-27,12,2021,WY,353975,243604,56046,695
2021-04-03,13,2021,WY,405665,270862,56447,700
2021-04-10,14,2021,WY,450525,289340,56873,701
2021-04-17,15,2021,WY,468615,323593,57304,703
2021-04-24,16,2021,WY,476085,340893,57737,705
2021-05-01,17,2021,WY,483195,358222,58191,707
2021-05-08,18,2021,WY,490875,369771,58670,710
2021-05-15,19,2021,WY,495435,378677,59126,712
2021-05-22,20,2021,WY,501825,388011,59705,713
2021-05-29,21,2021,WY,505565,395527,60198,719
2021-06-05,22,2021,WY,509135,399497,60675,720
2021-06-12,23,2021,WY,510585,406642,61154,725
2021-06-19,24,2021,WY,513015,413046,61536,734
2021-06-26,25,2021,WY,515745,419250,62000,740
2021-07-03,26,2021,WY,517365,431008,62494,747
2021-07-10,27,2021,WY,519885,434799,63023,751
2021-07-17,28,2021,WY,521255,438588,63584,760
2021-07-24,29,2021,WY,524155,442591,64317,766
2021-07-31,30,2021,WY,529845,447473,65239,776
2021-08-07,31,2021,WY,538245,451995,66644,786
2021-08-14,32,2021,WY,545675,456796,68495,793
2021-08-21,33,2021,WY,568995,466856,70967,809
2021-08-28,34,2021,WY,582275,473961,73896,835
2021-09-04,35,2021,WY,602635,490488,77527,858
2021-09-11,36,2021,WY,622745,498534,81036,879
2021-09-18,37,2021,WY,644635,507491,84471,918
2021-09-25,38,2021,WY,653685,513474,88221,955
2021-10-02,39,2021,WY,674445,521105,91439,996
2021-10-09,40,2021,WY,690305,536884,94580,1041
2021-10-16,41,2021,WY,698865,547566,97479,1080
2021-10-23,42,2021,WY,716325,557340,100174,1149
2021-10-30,43,2021,WY,743065,568969,102926,1174
