Date,MMWR_week,Year,Location,Concat,Distributed,Administered,Recip_Administered,Administered_Dose1,Series_Complete,Additional_Doses
9/4/21,35,2021,NJ,202135NJ,13236105,11103350,11428299,6257106,5503733,0
9/11/21,36,2021,NJ,202136NJ,13465215,11225527,11552504,6312003,5561695,0
9/18/21,37,2021,NJ,202137NJ,13767185,11358666,11687885,6370715,5628314,0
9/25/21,38,2021,NJ,202138NJ,13932935,11441398,11777370,6407452,5683415,0
10/2/21,39,2021,NJ,202139NJ,14072925,11573595,11912896,6451817,5723823,0
10/9/21,40,2021,NJ,202140NJ,14299765,11758004,12103987,6509621,5776317,0
10/16/21,41,2021,NJ,202141NJ,14497375,11905961,12255590,6554575,5816831,0
10/23/21,42,2021,NJ,202142NJ,14738945,12058760,12419222,6603866,5857313,0
10/30/21,43,2021,NJ,202143NJ,15160695,12301100,12664320,6662856,5892769,0
12/19/20,51,2020,NM,202051NM,17550,3813,0,0,0,0
12/26/20,52,2020,NM,202052NM,59725,22592,0,0,0,0
1/2/21,53,2021,NM,202153NM,88700,40185,0,0,0,0
1/9/21,1,2021,NM,20211NM,145525,56363,0,0,0,0
1/16/21,2,2021,NM,20212NM,204550,107614,0,0,0,0
1/23/21,3,2021,NM,20213NM,257075,184698,0,0,0,0
1/30/21,4,2021,NM,20214NM,317900,248321,0,0,0,0
2/6/21,5,2021,NM,20215NM,364875,322611,0,0,0,0
2/13/21,6,2021,NM,20216NM,429950,399911,407948,283655,0,0
2/20/21,7,2021,NM,20217NM,605885,578916,590316,396109,0,0
2/27/21,8,2021,NM,20218NM,738705,678087,691121,450558,0,0
3/6/21,9,2021,NM,20219NM,901345,801111,816941,519972,288565,0
3/13/21,10,2021,NM,202110NM,1035005,913253,932620,591927,334582,0
3/20/21,11,2021,NM,202111NM,1183825,1060171,1081048,677668,407096,0
3/27/21,12,2021,NM,202112NM,1337435,1191220,1212544,757700,462221,0
4/3/21,13,2021,NM,202113NM,1514445,1342108,1364022,843781,534359,0
4/10/21,14,2021,NM,202114NM,1710565,1477908,1499827,920834,604216,0
4/17/21,15,2021,NM,202115NM,1882565,1606321,1628961,992527,667548,0
4/24/21,16,2021,NM,202116NM,1999255,1722116,1744822,1039283,735020,0
5/1/21,17,2021,NM,202117NM,2059345,1817141,1839755,1073708,795559,0
5/8/21,18,2021,NM,202118NM,2112295,1915224,1937342,1105318,863845,0
5/15/21,19,2021,NM,202119NM,2169015,1997526,2019071,1133145,922041,0
5/22/21,20,2021,NM,202120NM,2224285,2065425,2087366,1167850,958928,0
5/29/21,21,2021,NM,202121NM,2275605,2141188,2163381,1206512,999301,0
6/5/21,22,2021,NM,202122NM,2305985,2168255,2190620,1220694,1013896,0
6/12/21,23,2021,NM,202123NM,2316955,2208707,2231766,1238194,1039657,0
6/19/21,24,2021,NM,202124NM,2339245,2278047,2301710,1266726,1087843,0
6/26/21,25,2021,NM,202125NM,2362715,2331421,2354837,1290829,1120116,0
7/3/21,26,2021,NM,202126NM,2372575,2396484,2421138,1325678,1153097,0
7/10/21,27,2021,NM,202127NM,2396705,2417679,2442556,1335438,1165333,0
7/17/21,28,2021,NM,202128NM,2405105,2438744,2463612,1345395,1176938,0
7/24/21,29,2021,NM,202129NM,2424565,2459260,2484313,1357347,1187032,0
7/31/21,30,2021,NM,202130NM,2449685,2487536,2511859,1374231,1198386,0
8/7/21,31,2021,NM,202131NM,2487255,2517300,2541663,1393328,1210029,0
8/14/21,32,2021,NM,202132NM,2520375,2542247,2567084,1410127,1219486,0
8/21/21,33,2021,NM,202133NM,2600895,2580050,2605033,1433199,1233296,0
8/28/21,34,2021,NM,202134NM,2683615,2626337,2651751,1457191,1252011,0
9/4/21,35,2021,NM,202135NM,2765525,2673704,2699842,1480470,1271565,0
9/11/21,36,2021,NM,202136NM,2806255,2696724,2723254,1489726,1282665,0
9/18/21,37,2021,NM,202137NM,2853655,2730363,2756947,1503071,1299802,0
9/25/21,38,2021,NM,202138NM,2924735,2759199,2785875,1513201,1315179,0
10/2/21,39,2021,NM,202139NM,2955515,2798495,2825709,1525208,1328405,0
10/9/21,40,2021,NM,202140NM,3023035,2845921,2874333,1536800,1337808,0
10/16/21,41,2021,NM,202141NM,3074155,2893247,2922314,1547214,1347476,0
10/23/21,42,2021,NM,202142NM,3143205,2941157,3016690,1584040,1374772,0
10/30/21,43,2021,NM,202143NM,3259655,2819865,2910207,1511520,1301847,0
12/19/20,51,2020,NV,202051NV,27300,4756,0,0,0,0
12/26/20,52,2020,NV,202052NV,81100,20163,0,0,0,0
1/2/21,53,2021,NV,202153NV,115275,32942,0,0,0,0
1/9/21,1,2021,NV,20211NV,187175,49745,0,0,0,0
1/16/21,2,2021,NV,20212NV,211550,90318,0,0,0,0
1/23/21,3,2021,NV,20213NV,286950,137031,0,0,0,0
1/30/21,4,2021,NV,20214NV,368800,224192,0,0,0,0
2/6/21,5,2021,NV,20215NV,427800,322252,0,0,0,0
2/13/21,6,2021,NV,20216NV,533800,411057,407982,315747,0,0
2/20/21,7,2021,NV,20217NV,646450,555742,550322,389687,0,0
2/27/21,8,2021,NV,20218NV,867240,665577,658889,437485,0,0
3/6/21,9,2021,NV,20219NV,1033680,800030,791797,508997,271751,0
3/13/21,10,2021,NV,202110NV,1169770,958706,948640,603756,339960,0
3/20/21,11,2021,NV,202111NV,1348650,1116221,1104555,710024,398417,0
3/27/21,12,2021,NV,202112NV,1548430,1274357,1261470,812950,458957,0
4/3/21,13,2021,NV,202113NV,1770070,1431817,1416582,899995,530902,0
4/10/21,14,2021,NV,202114NV,2014340,1615552,1597540,1006304,624316,0
4/17/21,15,2021,NV,202115NV,2202110,1803308,1782937,1109751,721821,0
4/24/21,16,2021,NV,202116NV,2396080,1943150,1920390,1172829,796601,0
5/1/21,17,2021,NV,202117NV,2540440,2075542,2050786,1228338,873639,0
5/8/21,18,2021,NV,202118NV,2636770,2186639,2160704,1264701,952097,0
5/15/21,19,2021,NV,202119NV,2727720,2314424,2286813,1303628,1028426,0
5/22/21,20,2021,NV,202120NV,2812740,2413573,2384770,1354773,1082900,0
5/29/21,21,2021,NV,202121NV,2898670,2490170,2460818,1394477,1126603,0
6/5/21,22,2021,NV,202122NV,2955480,2535482,2506192,1419354,1151418,0
6/12/21,23,2021,NV,202123NV,2988140,2607988,2577263,1453556,1193391,0
6/19/21,24,2021,NV,202124NV,3023840,2676774,2645508,1481040,1239448,0
6/26/21,25,2021,NV,202125NV,3065440,2724941,2693445,1505491,1266044,0
7/3/21,26,2021,NV,202126NV,3087570,2796118,2764613,1541256,1301640,0
7/10/21,27,2021,NV,202127NV,3144570,2836712,2804868,1565827,1318982,0
7/17/21,28,2021,NV,202128NV,3182690,2873721,2841612,1590760,1333331,0
7/24/21,29,2021,NV,202129NV,3245440,2916412,2883876,1619193,1349800,0
7/31/21,30,2021,NV,202130NV,3315390,2965093,2932191,1652020,1367562,0
8/7/21,31,2021,NV,202131NV,3396040,3018890,2985631,1688120,1387468,0
8/14/21,32,2021,NV,202132NV,3477630,3070083,3036494,1719430,1408899,0
8/21/21,33,2021,NV,202133NV,3590410,3124307,3090538,1747735,1433074,0
8/28/21,34,2021,NV,202134NV,3702040,3181645,3147570,1775020,1460802,0
9/4/21,35,2021,NV,202135NV,3784610,3236303,3202112,1800664,1488110,0
9/11/21,36,2021,NV,202136NV,3844840,3278095,3243608,1819397,1508666,0
9/18/21,37,2021,NV,202137NV,3941690,3324411,3289624,1841577,1531422,0
9/25/21,38,2021,NV,202138NV,3977580,3364637,3329721,1859462,1551977,0
10/2/21,39,2021,NV,202139NV,4027000,3406508,3371329,1874899,1566060,0
10/9/21,40,2021,NV,202140NV,4118950,3473208,3437711,1896367,1585164,0
10/16/21,41,2021,NV,202141NV,4198880,3518253,3482479,1911683,1599015,0
10/23/21,42,2021,NV,202142NV,4257280,3564698,3534240,1931031,1614965,0
10/30/21,43,2021,NV,202143NV,4369890,3636422,3605120,1949931,1629868,0
12/19/20,51,2020,NY,202051NY,151125,23063,0,0,0,0
12/26/20,52,2020,NY,202052NY,609575,108682,0,0,0,0
1/2/21,53,2021,NY,202153NY,843000,236941,0,0,0,0
1/9/21,1,2021,NY,20211NY,1208600,524619,0,0,0,0
1/16/21,2,2021,NY,20212NY,1882925,888459,0,0,0,0
1/23/21,3,2021,NY,20213NY,2395950,1282515,0,0,0,0
1/30/21,4,2021,NY,20214NY,2932775,1791935,0,0,0,0
2/6/21,5,2021,NY,20215NY,3378300,2225316,0,0,0,0
2/13/21,6,2021,NY,20216NY,3941225,2821335,2791703,1949262,0,0
2/20/21,7,2021,NY,20217NY,4165325,3535997,3509009,2326381,0,0
2/27/21,8,2021,NY,20218NY,5757205,4060431,4036457,2588847,0,0
3/6/21,9,2021,NY,20219NY,7010045,5042187,5017592,3292632,1644831,0
3/13/21,10,2021,NY,202110NY,8237955,6295058,6265689,4226184,2048700,0
3/20/21,11,2021,NY,202111NY,9586045,7185757,7153179,4846355,2358465,0
3/27/21,12,2021,NY,202112NY,11109835,8435639,8397465,5654140,2846185,0
4/3/21,13,2021,NY,202113NY,12718855,10281033,10229844,6492009,3901557,0
4/10/21,14,2021,NY,202114NY,14459595,11811282,11755358,7378953,4696961,0
4/17/21,15,2021,NY,202115NY,16098245,13277087,13214931,8184821,5459423,0
4/24/21,16,2021,NY,202116NY,17625975,14571048,14505446,8812307,6096861,0
5/1/21,17,2021,NY,202117NY,19018995,15858599,15789825,9345352,6861832,0
5/8/21,18,2021,NY,202118NY,20122975,16866619,16797634,9694879,7547538,0
5/15/21,19,2021,NY,202119NY,21214265,17789972,17720828,10005881,8192250,0
5/22/21,20,2021,NY,202120NY,22118775,18712921,18645126,10426932,8679824,0
5/29/21,21,2021,NY,202121NY,22653175,19479050,19410192,10777768,9041431,0
6/5/21,22,2021,NY,202122NY,23065285,19968418,19900194,10989411,9298405,0
6/12/21,23,2021,NY,202123NY,23329865,20523679,20456496,11210384,9656450,0
6/19/21,24,2021,NY,202124NY,23615385,21151658,21080138,11433241,10081134,0
6/26/21,25,2021,NY,202125NY,23897255,21537500,21465337,11585130,10329090,0
7/3/21,26,2021,NY,202126NY,24021615,21951780,21883562,11743845,10601663,0
7/10/21,27,2021,NY,202127NY,24341645,22188644,22121075,11855123,10737923,0
7/17/21,28,2021,NY,202128NY,24506495,22432139,22364696,11976293,10868754,0
7/24/21,29,2021,NY,202129NY,24795125,22686132,22618731,12115063,10994627,0
7/31/21,30,2021,NY,202130NY,25122005,22950250,22882214,12271911,11109858,0
8/7/21,31,2021,NY,202131NY,25460585,23244086,23176406,12462861,11222796,0
8/14/21,32,2021,NY,202132NY,25853225,23561203,23492264,12668998,11340797,0
8/21/21,33,2021,NY,202133NY,26621925,23885954,23817793,12855456,11475937,0
8/28/21,34,2021,NY,202134NY,27270275,24231410,24164336,13038225,11629803,0
9/4/21,35,2021,NY,202135NY,27866755,24620269,24554233,13236154,11812282,0
9/11/21,36,2021,NY,202136NY,28189805,24954266,24889489,13404956,11970969,0
9/18/21,37,2021,NY,202137NY,28928655,25321342,25256845,13596900,12141555,0
9/25/21,38,2021,NY,202138NY,29305075,25655797,25591268,13759358,12303125,0
10/2/21,39,2021,NY,202139NY,29684785,26008987,25944810,13916749,12435115,0
10/9/21,40,2021,NY,202140NY,30256705,26370560,26314877,14037609,12551889,0
10/16/21,41,2021,NY,202141NY,30767465,26784940,26727251,14183982,12720135,0
10/23/21,42,2021,NY,202142NY,31365035,27115505,27076900,14299323,12850740,0
10/30/21,43,2021,NY,202143NY,32222585,27550651,27518752,14441832,12960521,0
12/19/20,51,2020,OH,202051OH,89700,4536,0,0,0,0
12/26/20,52,2020,OH,202052OH,359850,50609,0,0,0,0
1/2/21,53,2021,OH,202153OH,466500,152178,0,0,0,0
1/9/21,1,2021,OH,20211OH,645650,252475,0,0,0,0
1/16/21,2,2021,OH,20212OH,966650,407433,0,0,0,0
1/23/21,3,2021,OH,20213OH,1233075,594924,0,0,0,0
1/30/21,4,2021,OH,20214OH,1553900,911004,0,0,0,0
2/6/21,5,2021,OH,20215OH,1901750,1242487,0,0,0,0
2/13/21,6,2021,OH,20216OH,2315100,1613153,1609093,1198844,0,0
2/20/21,7,2021,OH,20217OH,2504150,2066995,2060528,1456195,0,0
2/27/21,8,2021,OH,20218OH,3301865,2501854,2494184,1638626,0,0
3/6/21,9,2021,OH,20219OH,4057505,3027215,3014647,1943411,1065207,0
3/13/21,10,2021,OH,202110OH,4748935,3624261,3606298,2319341,1342826,0
3/20/21,11,2021,OH,202111OH,5540795,4240062,4215716,2728608,1576541,0
3/27/21,12,2021,OH,202112OH,6386995,4946129,4912835,3198989,1824671,0
4/3/21,13,2021,OH,202113OH,7410125,5689737,5638274,3635530,2135726,0
4/10/21,14,2021,OH,202114OH,8322065,6459111,6390812,4051299,2524316,0
4/17/21,15,2021,OH,202115OH,9214895,7226775,7144189,4364057,3008500,0
4/24/21,16,2021,OH,202116OH,10062385,7894412,7797489,4578637,3446025,0
5/1/21,17,2021,OH,202117OH,10644875,8461702,8353320,4745686,3838076,0
5/8/21,18,2021,OH,202118OH,11024855,8853803,8737340,4868257,4108160,0
5/15/21,19,2021,OH,202119OH,11344535,9227651,9107196,4998843,4368365,0
5/22/21,20,2021,OH,202120OH,11732115,9582354,9459711,5189607,4540497,0
5/29/21,21,2021,OH,202121OH,11962165,9847364,9723345,5333662,4671800,0
6/5/21,22,2021,OH,202122OH,12114305,10022956,9897761,5419839,4767496,0
6/12/21,23,2021,OH,202123OH,12195155,10224006,10098547,5491213,4901399,0
6/19/21,24,2021,OH,202124OH,12291785,10466803,10339901,5565802,5074777,0
6/26/21,25,2021,OH,202125OH,12373095,10599433,10472519,5612381,5162989,0
7/3/21,26,2021,OH,202126OH,12416095,10740694,10615296,5656928,5261639,0
7/10/21,27,2021,OH,202127OH,12518485,10819638,10694209,5689138,5309302,0
7/17/21,28,2021,OH,202128OH,12586795,10901143,10774989,5726605,5353645,0
7/24/21,29,2021,OH,202129OH,12737775,10983767,10856953,5770636,5392501,0
7/31/21,30,2021,OH,202130OH,12858835,11086847,10957997,5828437,5437218,0
8/7/21,31,2021,OH,202131OH,13018955,11194989,11065386,5898714,5477126,0
8/14/21,32,2021,OH,202132OH,13297215,11311690,11181128,5973630,5520799,0
8/21/21,33,2021,OH,202133OH,13671435,11440958,11309314,6042718,5573317,0
8/28/21,34,2021,OH,202134OH,13964565,11577325,11444095,6108967,5631998,0
9/4/21,35,2021,OH,202135OH,14191465,11699214,11565515,6167187,5687386,0
9/11/21,36,2021,OH,202136OH,14349595,11820086,11684954,6222475,5742870,0
9/18/21,37,2021,OH,202137OH,14619605,11876107,11738526,6260993,5788971,0
9/25/21,38,2021,OH,202138OH,14826725,11978180,11840491,6308173,5837184,0
10/2/21,39,2021,OH,202139OH,15116855,12132314,11993916,6351750,5881719,0
10/9/21,40,2021,OH,202140OH,15400305,12369694,12240875,6406088,5944694,0
10/16/21,41,2021,OH,202141OH,15692535,12535325,12405476,6444862,5982848,0
10/23/21,42,2021,OH,202142OH,15995775,12699508,12575777,6484054,6023303,0
10/30/21,43,2021,OH,202143OH,16545175,12991031,12858955,6521124,6058403,0
12/19/20,51,2020,OK,202051OK,37050,7324,0,0,0,0
12/26/20,52,2020,OK,202052OK,124700,31091,0,0,0,0
1/2/21,53,2021,OK,202153OK,208050,60709,0,0,0,0
1/9/21,1,2021,OK,20211OK,294425,147370,0,0,0,0
1/16/21,2,2021,OK,20212OK,420800,236604,0,0,0,0
1/23/21,3,2021,OK,20213OK,496350,304806,0,0,0,0
1/30/21,4,2021,OK,20214OK,594925,410305,0,0,0,0
2/6/21,5,2021,OK,20215OK,734625,541252,0,0,0,0
2/13/21,6,2021,OK,20216OK,815675,660835,660703,468017,0,0
2/20/21,7,2021,OK,20217OK,1061775,830903,826938,569649,0,0
2/27/21,8,2021,OK,20218OK,1399890,1046995,1040904,665948,0,0
3/6/21,9,2021,OK,20219OK,1741270,1246152,1237313,781746,447842,0
3/13/21,10,2021,OK,202110OK,1981405,1435464,1422479,920680,502588,0
3/20/21,11,2021,OK,202111OK,2239195,1616226,1599582,1047673,560727,0
3/27/21,12,2021,OK,202112OK,2530785,1827618,1807513,1172868,652623,0
4/3/21,13,2021,OK,202113OK,2838195,2069319,2043824,1290295,780664,0
4/10/21,14,2021,OK,202114OK,3123625,2273840,2243959,1386123,902370,0
4/17/21,15,2021,OK,202115OK,3385565,2444413,2410049,1447491,1013638,0
4/24/21,16,2021,OK,202116OK,3699765,2592766,2553877,1497014,1110867,0
5/1/21,17,2021,OK,202117OK,3775865,2699387,2658023,1529653,1183689,0
5/8/21,18,2021,OK,202118OK,3834415,2774257,2731233,1556613,1233802,0
5/15/21,19,2021,OK,202119OK,3860065,2837491,2792553,1580832,1273983,0
5/22/21,20,2021,OK,202120OK,3894555,2902594,2856278,1615092,1306759,0
5/29/21,21,2021,OK,202121OK,3932805,2947088,2900252,1639203,1329180,0
6/5/21,22,2021,OK,202122OK,3959365,2978186,2930834,1655225,1345181,0
6/12/21,23,2021,OK,202123OK,3967265,3022665,2974628,1674803,1371286,0
6/19/21,24,2021,OK,202124OK,3996710,3186370,3134730,1740511,1470017,0
6/26/21,25,2021,OK,202125OK,4011060,3237952,3185137,1763187,1499550,0
7/3/21,26,2021,OK,202126OK,4026790,3286611,3233667,1783425,1529181,0
7/10/21,27,2021,OK,202127OK,4058650,3317721,3264266,1800063,1544385,0
7/17/21,28,2021,OK,202128OK,4074580,3356367,3302401,1823085,1560913,0
7/24/21,29,2021,OK,202129OK,4120740,3402413,3348110,1854537,1576978,0
7/31/21,30,2021,OK,202130OK,4192800,3460262,3405340,1897232,1593194,0
8/7/21,31,2021,OK,202131OK,4276020,3528949,3473284,1947300,1613096,0
8/14/21,32,2021,OK,202132OK,4371800,3602786,3546299,1996864,1638478,0
8/21/21,33,2021,OK,202133OK,4560470,3684952,3627470,2041864,1670468,0
8/28/21,34,2021,OK,202134OK,4691830,3793977,3734517,2094129,1717876,0
9/4/21,35,2021,OK,202135OK,4777110,3889624,3829213,2136791,1761027,0
9/11/21,36,2021,OK,202136OK,4853300,3960629,3899574,2167106,1794448,0
9/18/21,37,2021,OK,202137OK,4936710,4036319,3974367,2198679,1832097,0
9/25/21,38,2021,OK,202138OK,4984710,4100099,4037408,2222743,1865122,0
10/2/21,39,2021,OK,202139OK,5060430,4175185,4111721,2245546,1889967,0
10/9/21,40,2021,OK,202140OK,5131160,4259773,4195638,2270436,1915359,0
10/16/21,41,2021,OK,202141OK,5185010,4324309,4259679,2291475,1936000,0
10/23/21,42,2021,OK,202142OK,5268420,4385686,4339420,2323628,1961771,0
10/30/21,43,2021,OK,202143OK,5429150,4482475,4436010,2351016,1977502,0
12/19/20,51,2020,OR,202051OR,36075,685,0,0,0,0
12/26/20,52,2020,OR,202052OR,133525,17134,0,0,0,0
1/2/21,53,2021,OR,202153OR,192450,44420,0,0,0,0
1/9/21,1,2021,OR,20211OR,262300,74928,0,0,0,0
1/16/21,2,2021,OR,20212OR,335075,173079,0,0,0,0
1/23/21,3,2021,OR,20213OR,492450,270463,0,0,0,0
1/30/21,4,2021,OR,20214OR,665325,382392,0,0,0,0
2/6/21,5,2021,OR,20215OR,734950,509875,0,0,0,0
2/13/21,6,2021,OR,20216OR,841550,650929,644781,462595,0,0
2/20/21,7,2021,OR,20217OR,924575,794779,791089,539583,0,0
2/27/21,8,2021,OR,20218OR,1241415,960674,956673,616134,0,0
3/6/21,9,2021,OR,20219OR,1420125,1137864,1134183,718580,409895,0
3/13/21,10,2021,OR,202110OR,1642605,1334042,1331387,847034,486303,0
3/20/21,11,2021,OR,202111OR,1934665,1523965,1523088,978493,565879,0
3/27/21,12,2021,OR,202112OR,2205385,1737553,1740112,1120893,648511,0
4/3/21,13,2021,OR,202113OR,2552055,1988473,1995145,1270002,762016,0
4/10/21,14,2021,OR,202114OR,2927765,2266230,2276788,1437634,897440,0
4/17/21,15,2021,OR,202115OR,3219255,2549615,2565114,1610356,1033215,0
4/24/21,16,2021,OR,202116OR,3557915,2819970,2839984,1754218,1167265,0
5/1/21,17,2021,OR,202117OR,3902545,3047459,3072648,1870231,1285928,0
5/8/21,18,2021,OR,202118OR,4219185,3331075,3356710,2004331,1445588,0
5/15/21,19,2021,OR,202119OR,4539165,3593690,3621374,2112050,1616676,0
5/22/21,20,2021,OR,202120OR,4927655,3820887,3850493,2215447,1753699,0
5/29/21,21,2021,OR,202121OR,5339055,4023817,4053092,2297590,1880818,0
6/5/21,22,2021,OR,202122OR,5474205,4148510,4176866,2344210,1964324,0
6/12/21,23,2021,OR,202123OR,5527385,4281314,4309150,2387598,2058647,0
6/19/21,24,2021,OR,202124OR,5604375,4418885,4445154,2428695,2159948,0
6/26/21,25,2021,OR,202125OR,5630125,4491080,4516919,2455929,2207481,0
7/3/21,26,2021,OR,202126OR,5644595,4593472,4617757,2488282,2278941,0
7/10/21,27,2021,OR,202127OR,5687305,4629980,4653965,2503184,2300922,0
7/17/21,28,2021,OR,202128OR,5707025,4668736,4691952,2519562,2324348,0
7/24/21,29,2021,OR,202129OR,5753825,4699525,4722382,2534731,2341192,0
7/31/21,30,2021,OR,202130OR,5784515,4743550,4765369,2560856,2360847,0
8/7/21,31,2021,OR,202131OR,5833235,4784150,4805182,2587126,2377183,0
8/14/21,32,2021,OR,202132OR,5945805,4830859,4850770,2617909,2395283,0
8/21/21,33,2021,OR,202133OR,6038845,4883692,4902545,2649217,2415218,0
8/28/21,34,2021,OR,202134OR,6176735,4948431,4965971,2685416,2439116,0
9/4/21,35,2021,OR,202135OR,6334305,5015595,5031803,2720850,2465908,0
9/11/21,36,2021,OR,202136OR,6443075,5072550,5087232,2749265,2490033,0
9/18/21,37,2021,OR,202137OR,6605255,5134283,5147411,2778354,2519676,0
9/25/21,38,2021,OR,202138OR,6694915,5190526,5193705,2795298,2546340,0
10/2/21,39,2021,OR,202139OR,6766785,5257395,5258711,2813375,2570195,0
10/9/21,40,2021,OR,202140OR,6886515,5353529,5353303,2833379,2596621,0
10/16/21,41,2021,OR,202141OR,6983905,5435188,5433436,2850002,2616814,0
10/23/21,42,2021,OR,202142OR,7109115,5510358,5510299,2866145,2634171,0
10/30/21,43,2021,OR,202143OR,7330455,5626005,5624811,2883495,2649886,0
12/19/20,51,2020,PA,202051PA,111150,15119,0,0,0,0
12/26/20,52,2020,PA,202052PA,291825,80927,0,0,0,0
1/2/21,53,2021,PA,202153PA,471500,155983,0,0,0,0
1/9/21,1,2021,PA,20211PA,807850,272602,0,0,0,0
1/16/21,2,2021,PA,20212PA,1070650,510891,0,0,0,0
1/23/21,3,2021,PA,20213PA,1564125,695870,0,0,0,0
1/30/21,4,2021,PA,20214PA,1976925,1032426,0,0,0,0
2/6/21,5,2021,PA,20215PA,2292500,1338491,0,0,0,0
2/13/21,6,2021,PA,20216PA,2682600,1678229,1688891,1274954,0,0
2/20/21,7,2021,PA,20217PA,2989725,2231800,2237157,1630384,0,0
2/27/21,8,2021,PA,20218PA,3915545,2676006,2678358,1868724,0,0
3/6/21,9,2021,PA,20219PA,4641045,3298800,3301659,2257020,1033608,0
3/13/21,10,2021,PA,202110PA,5446125,4093668,4102865,2751412,1341625,0
3/20/21,11,2021,PA,202111PA,6257455,4637450,4658063,3124834,1596830,0
3/27/21,12,2021,PA,202112PA,7164385,5670930,5695051,3842037,1954462,0
4/3/21,13,2021,PA,202113PA,8174805,6551136,6590479,4383439,2327675,0
4/10/21,14,2021,PA,202114PA,9541785,7457814,7505725,4926401,2775652,0
4/17/21,15,2021,PA,202115PA,10649235,8391487,8446621,5461018,3282010,0
4/24/21,16,2021,PA,202116PA,11822805,9430907,9489891,6011913,3776497,0
5/1/21,17,2021,PA,202117PA,12877055,10238628,10298047,6417965,4191552,0
5/8/21,18,2021,PA,202118PA,13571705,10877689,10935863,6698507,4579338,0
5/15/21,19,2021,PA,202119PA,14115885,11456614,11513506,6940458,4944458,0
5/22/21,20,2021,PA,202120PA,14630805,12070286,12123722,7228573,5290521,0
5/29/21,21,2021,PA,202121PA,15063565,12521140,12572485,7443313,5544922,0
6/5/21,22,2021,PA,202122PA,15248525,12874233,12921694,7602711,5750440,0
6/12/21,23,2021,PA,202123PA,15354715,13212289,13258602,7756153,5945020,0
6/19/21,24,2021,PA,202124PA,15473895,13571908,13617156,7900513,6173241,0
6/26/21,25,2021,PA,202125PA,15602965,13794966,13825454,7994189,6295700,0
7/3/21,26,2021,PA,202126PA,15692205,13972721,14006104,8076538,6401634,0
7/10/21,27,2021,PA,202127PA,15853755,14103639,14136339,8140109,6473765,0
7/17/21,28,2021,PA,202128PA,15958205,14249455,14280449,8212496,6550920,0
7/24/21,29,2021,PA,202129PA,16134605,14404712,14434559,8296759,6626867,0
7/31/21,30,2021,PA,202130PA,16304505,14548512,14578262,8379145,6694268,0
8/7/21,31,2021,PA,202131PA,16532365,14753470,14780520,8506484,6780132,0
8/14/21,32,2021,PA,202132PA,16901545,14929940,14954949,8617751,6853123,0
8/21/21,33,2021,PA,202133PA,17371305,15121080,15144246,8728412,6933920,0
8/28/21,34,2021,PA,202134PA,17806425,15331833,15352987,8842653,7022532,0
9/4/21,35,2021,PA,202135PA,18178055,15536659,15555451,8945765,7115870,0
9/11/21,36,2021,PA,202136PA,18417345,15709016,15726252,9031923,7195222,0
9/18/21,37,2021,PA,202137PA,18886495,15871428,15888145,9114072,7271729,0
9/25/21,38,2021,PA,202138PA,19217985,16060178,16074101,9205652,7360134,0
10/2/21,39,2021,PA,202139PA,19438775,16275456,16286331,9315002,7426237,0
10/9/21,40,2021,PA,202140PA,19735145,16612413,16618533,9488434,7512952,0
10/16/21,41,2021,PA,202141PA,20077865,16850254,16855818,9601581,7582425,0
10/23/21,42,2021,PA,202142PA,20445385,17198354,17207841,9763204,7685449,0
10/30/21,43,2021,PA,202143PA,21157695,17593729,17601619,9961778,7746462,0
12/19/20,51,2020,RI,202051RI,9750,1054,0,0,0,0
12/26/20,52,2020,RI,202052RI,34375,8883,0,0,0,0
1/2/21,53,2021,RI,202153RI,58750,18829,0,0,0,0
1/9/21,1,2021,RI,20211RI,72175,31916,0,0,0,0
1/16/21,2,2021,RI,20212RI,108425,49742,0,0,0,0
1/23/21,3,2021,RI,20213RI,149225,63249,0,0,0,0
1/30/21,4,2021,RI,20214RI,173225,88094,0,0,0,0
2/6/21,5,2021,RI,20215RI,192300,111830,0,0,0,0
2/13/21,6,2021,RI,20216RI,228650,136904,137142,96470,0,0
2/20/21,7,2021,RI,20217RI,246175,190896,191034,132542,0,0
2/27/21,8,2021,RI,20218RI,308415,245606,246239,176107,0,0
3/6/21,9,2021,RI,20219RI,387365,310283,311652,222457,88938,0
3/13/21,10,2021,RI,202110RI,463415,367414,369083,263449,108252,0
3/20/21,11,2021,RI,202111RI,513495,440476,440734,299515,148748,0
3/27/21,12,2021,RI,202112RI,616065,515234,515016,326997,198769,0
4/3/21,13,2021,RI,202113RI,684165,596183,595146,364970,243536,0
4/10/21,14,2021,RI,202114RI,803105,680525,678594,412815,287291,0
4/17/21,15,2021,RI,202115RI,895785,764641,762320,467574,330605,0
4/24/21,16,2021,RI,202116RI,1065185,844870,841723,520408,357627,0
5/1/21,17,2021,RI,202117RI,1151925,925022,918738,561055,393974,0
5/8/21,18,2021,RI,202118RI,1289815,977207,970583,577826,429851,0
5/15/21,19,2021,RI,202119RI,1357925,1049272,1040754,597301,481912,0
5/22/21,20,2021,RI,202120RI,1441235,1115126,1105155,622575,522443,0
5/29/21,21,2021,RI,202121RI,1459925,1154089,1143868,642092,542834,0
6/5/21,22,2021,RI,202122RI,1487085,1181278,1170783,653575,559040,0
6/12/21,23,2021,RI,202123RI,1491055,1208840,1198257,662264,578327,0
