Date,MMWR_week,Year,Location,Concat,Distributed,Administered,Recip_Administered,Administered_Dose1,Series_Complete,Additional_Doses
1/30/21,4,2021,KS,20214KS,413350,206520,0,0,0,0
2/6/21,5,2021,KS,20215KS,492250,280252,0,0,0,0
2/13/21,6,2021,KS,20216KS,581975,367891,389773,287457,0,0
2/20/21,7,2021,KS,20217KS,645800,488738,519382,365357,0,0
2/27/21,8,2021,KS,20218KS,867585,583498,618644,416368,0,0
3/6/21,9,2021,KS,20219KS,1091625,707897,743879,491746,247175,0
3/13/21,10,2021,KS,202110KS,1257325,850639,891102,586038,306140,0
3/20/21,11,2021,KS,202111KS,1450815,1035916,1080169,713468,373957,0
3/27/21,12,2021,KS,202112KS,1643765,1217475,1269211,829687,452500,0
4/3/21,13,2021,KS,202113KS,1884795,1408174,1470632,957516,535254,0
4/10/21,14,2021,KS,202114KS,2141475,1600435,1674034,1071232,634261,0
4/17/21,15,2021,KS,202115KS,2361115,1790051,1870783,1160023,752979,0
4/24/21,16,2021,KS,202116KS,2576035,1933363,2023547,1212818,853219,0
5/1/21,17,2021,KS,202117KS,2760075,2036312,2133839,1244566,932563,0
5/8/21,18,2021,KS,202118KS,2826985,2129510,2229566,1270365,1004898,0
5/15/21,19,2021,KS,202119KS,2888985,2199543,2300929,1295307,1054355,0
5/22/21,20,2021,KS,202120KS,2932335,2257939,2360593,1328474,1083918,0
5/29/21,21,2021,KS,202121KS,2982945,2317319,2419262,1359415,1114619,0
6/5/21,22,2021,KS,202122KS,3012415,2343584,2445728,1373062,1128789,0
6/12/21,23,2021,KS,202123KS,3027785,2390073,2493444,1393739,1157773,0
6/19/21,24,2021,KS,202124KS,3057805,2433540,2538907,1410210,1188800,0
6/26/21,25,2021,KS,202125KS,3075785,2463231,2568507,1423647,1206474,0
7/3/21,26,2021,KS,202126KS,3089115,2500636,2606344,1439363,1229566,0
7/10/21,27,2021,KS,202127KS,3122795,2521185,2626673,1450126,1240084,0
7/17/21,28,2021,KS,202128KS,3145745,2545484,2651265,1464393,1251491,0
7/24/21,29,2021,KS,202129KS,3181175,2665382,2762963,1526924,1305107,0
7/31/21,30,2021,KS,202130KS,3248875,2702724,2800310,1553668,1317263,0
8/7/21,31,2021,KS,202131KS,3333845,2746017,2843255,1583198,1332337,0
8/14/21,32,2021,KS,202132KS,3391935,2789887,2887127,1611245,1349554,0
8/21/21,33,2021,KS,202133KS,3503365,2838305,2934860,1636133,1370543,0
8/28/21,34,2021,KS,202134KS,3562955,2892275,2989045,1661048,1396344,0
9/4/21,35,2021,KS,202135KS,3634285,2943920,3040460,1685219,1420338,0
9/11/21,36,2021,KS,202136KS,3680905,2982694,3078609,1702357,1439203,0
9/18/21,37,2021,KS,202137KS,3805525,3021667,3117298,1718941,1459386,0
9/25/21,38,2021,KS,202138KS,3855735,3056041,3152261,1732430,1477974,0
10/2/21,39,2021,KS,202139KS,3911485,3098157,3198440,1748975,1493924,0
10/9/21,40,2021,KS,202140KS,3995115,3157449,3258142,1767179,1509797,0
10/16/21,41,2021,KS,202141KS,4041295,3210170,3305931,1781511,1523432,0
10/23/21,42,2021,KS,202142KS,4150585,3258212,3359602,1799279,1537120,0
10/30/21,43,2021,KS,202143KS,4259115,3333130,3434757,1819477,1548933,0
12/19/20,51,2020,KY,202051KY,28275,5798,0,0,0,0
12/26/20,52,2020,KY,202052KY,120725,22016,0,0,0,0
1/2/21,53,2021,KY,202153KY,174750,59780,0,0,0,0
1/9/21,1,2021,KY,20211KY,262950,109446,0,0,0,0
1/16/21,2,2021,KY,20212KY,332450,206967,0,0,0,0
1/23/21,3,2021,KY,20213KY,471000,270960,0,0,0,0
1/30/21,4,2021,KY,20214KY,650150,386001,0,0,0,0
2/6/21,5,2021,KY,20215KY,747000,517168,0,0,0,0
2/13/21,6,2021,KY,20216KY,892100,649810,672175,492606,0,0
2/20/21,7,2021,KY,20217KY,998250,796952,823913,577982,0,0
2/27/21,8,2021,KY,20218KY,1317325,980727,1010008,677007,0,0
3/6/21,9,2021,KY,20219KY,1555915,1209546,1238485,820729,413383,0
3/13/21,10,2021,KY,202110KY,1798045,1492234,1521109,1020088,517761,0
3/20/21,11,2021,KY,202111KY,2072685,1713059,1741124,1164238,601427,0
3/27/21,12,2021,KY,202112KY,2371375,1976294,2002969,1327254,707589,0
4/3/21,13,2021,KY,202113KY,2731145,2252894,2279739,1459286,861916,0
4/10/21,14,2021,KY,202114KY,3130125,2525215,2551342,1595893,1027903,0
4/17/21,15,2021,KY,202115KY,3429305,2802064,2827457,1713280,1202995,0
4/24/21,16,2021,KY,202116KY,3747885,3011682,3036160,1788213,1336408,0
5/1/21,17,2021,KY,202117KY,3979265,3168055,3192322,1844395,1437837,0
5/8/21,18,2021,KY,202118KY,4092275,3284726,3309201,1884947,1517958,0
5/15/21,19,2021,KY,202119KY,4173955,3409051,3433377,1934514,1603566,0
5/22/21,20,2021,KY,202120KY,4254525,3535226,3559058,2007363,1664330,0
5/29/21,21,2021,KY,202121KY,4318535,3631035,3654030,2064363,1708522,0
6/5/21,22,2021,KY,202122KY,4368565,3680579,3703888,2091363,1734981,0
6/12/21,23,2021,KY,202123KY,4390115,3772665,3795506,2131147,1790975,0
6/19/21,24,2021,KY,202124KY,4411665,3894258,3916286,2173353,1874906,0
6/26/21,25,2021,KY,202125KY,4450955,3952218,3973909,2197623,1911229,0
7/3/21,26,2021,KY,202126KY,4475215,4017749,4040703,2221585,1956481,0
7/10/21,27,2021,KY,202127KY,4530165,4055035,4077771,2238997,1977640,0
7/17/21,28,2021,KY,202128KY,4561845,4096449,4118884,2260994,1998463,0
7/24/21,29,2021,KY,202129KY,4619765,4139483,4161857,2288567,2016800,0
7/31/21,30,2021,KY,202130KY,4706145,4194567,4216613,2326881,2035457,0
8/7/21,31,2021,KY,202131KY,4797215,4278265,4299443,2385081,2063352,0
8/14/21,32,2021,KY,202132KY,4910145,4339316,4360350,2427372,2084269,0
8/21/21,33,2021,KY,202133KY,5029095,4435588,4455748,2484641,2120030,0
8/28/21,34,2021,KY,202134KY,5174765,4518270,4538327,2529693,2152941,0
9/4/21,35,2021,KY,202135KY,5357075,4619502,4638665,2581482,2193536,0
9/11/21,36,2021,KY,202136KY,5472135,4700325,4718796,2619769,2229275,0
9/18/21,37,2021,KY,202137KY,5621235,4786902,4805216,2660119,2269822,0
9/25/21,38,2021,KY,202138KY,5691345,4879990,4897410,2694921,2318798,0
10/2/21,39,2021,KY,202139KY,5824315,4979877,4996475,2724800,2353606,0
10/9/21,40,2021,KY,202140KY,5963495,5070117,5087771,2750987,2382294,0
10/16/21,41,2021,KY,202141KY,6057865,5146721,5164143,2770189,2407066,0
10/23/21,42,2021,KY,202142KY,6187985,5217763,5237592,2788558,2430217,0
10/30/21,43,2021,KY,202143KY,6387905,4891252,4922401,2565388,2261057,0
12/19/20,51,2020,LA,202051LA,39000,0,0,0,0,0
12/26/20,52,2020,LA,202052LA,141675,33218,0,0,0,0
1/2/21,53,2021,LA,202153LA,187350,46687,0,0,0,0
1/9/21,1,2021,LA,20211LA,296825,113470,0,0,0,0
1/16/21,2,2021,LA,20212LA,367675,219664,0,0,0,0
1/23/21,3,2021,LA,20213LA,543700,315023,0,0,0,0
1/30/21,4,2021,LA,20214LA,648925,420908,0,0,0,0
2/6/21,5,2021,LA,20215LA,769750,570731,0,0,0,0
2/13/21,6,2021,LA,20216LA,895150,735622,725400,494335,0,0
2/20/21,7,2021,LA,20217LA,1012000,877683,864301,573458,0,0
2/27/21,8,2021,LA,20218LA,1331680,1019381,1004619,640314,0,0
3/6/21,9,2021,LA,20219LA,1640860,1179915,1163000,741136,419630,0
3/13/21,10,2021,LA,202110LA,1890870,1464259,1442013,925322,540820,0
3/20/21,11,2021,LA,202111LA,2164470,1629437,1603882,1034428,605878,0
3/27/21,12,2021,LA,202112LA,2550580,1838055,1808458,1156621,696039,0
4/3/21,13,2021,LA,202113LA,2903390,2093895,2058273,1277773,833412,0
4/10/21,14,2021,LA,202114LA,3279090,2279467,2238525,1363546,943720,0
4/17/21,15,2021,LA,202115LA,3513250,2460469,2415155,1430239,1062823,0
4/24/21,16,2021,LA,202116LA,3612910,2624038,2574517,1472582,1180168,0
5/1/21,17,2021,LA,202117LA,3679770,2709800,2658099,1498914,1238226,0
5/8/21,18,2021,LA,202118LA,3754030,2830772,2775712,1541563,1315113,0
5/15/21,19,2021,LA,202119LA,3797620,2924921,2867307,1580440,1371256,0
5/22/21,20,2021,LA,202120LA,3853090,3005269,2945884,1622351,1411085,0
5/29/21,21,2021,LA,202121LA,3902740,3069547,3008947,1655316,1444242,0
6/5/21,22,2021,LA,202122LA,3952070,3124501,3062321,1682001,1473551,0
6/12/21,23,2021,LA,202123LA,3979160,3181695,3118306,1708278,1506158,0
6/19/21,24,2021,LA,202124LA,4012140,3265742,3200610,1738221,1563653,0
6/26/21,25,2021,LA,202125LA,4046840,3308966,3243172,1758564,1588216,0
7/3/21,26,2021,LA,202126LA,4074550,3404179,3335823,1800175,1641314,0
7/10/21,27,2021,LA,202127LA,4116480,3439895,3371414,1818912,1660099,0
7/17/21,28,2021,LA,202128LA,4152520,3483711,3414570,1846126,1678174,0
7/24/21,29,2021,LA,202129LA,4225740,3546411,3476492,1892029,1696494,0
7/31/21,30,2021,LA,202130LA,4362920,3646097,3575012,1973114,1716556,0
8/7/21,31,2021,LA,202131LA,4599380,3760684,3688373,2065656,1740667,0
8/14/21,32,2021,LA,202132LA,4819710,3890404,3816530,2156277,1782078,0
8/21/21,33,2021,LA,202133LA,5138220,4029723,3953678,2230614,1840927,0
8/28/21,34,2021,LA,202134LA,5364820,4171284,4093276,2290715,1912993,0
9/4/21,35,2021,LA,202135LA,5417300,4266101,4188272,2325433,1966214,0
9/11/21,36,2021,LA,202136LA,5448950,4326568,4249781,2345737,2003993,0
9/18/21,37,2021,LA,202137LA,5624080,4403876,4327205,2370599,2053232,0
9/25/21,38,2021,LA,202138LA,5785280,4470968,4393696,2392563,2092633,0
10/2/21,39,2021,LA,202139LA,5826360,4547557,4469453,2410850,2119303,0
10/9/21,40,2021,LA,202140LA,5912580,4638164,4559176,2433026,2145068,0
10/16/21,41,2021,LA,202141LA,5991370,4717707,4637770,2451188,2169525,0
10/23/21,42,2021,LA,202142LA,6067040,4779169,4726017,2485608,2197714,0
10/30/21,43,2021,LA,202143LA,6233640,4866322,4812678,2502587,2215113,0
12/19/20,51,2020,MA,202051MA,59475,6995,0,0,0,0
12/26/20,52,2020,MA,202052MA,211350,53172,0,0,0,0
1/2/21,53,2021,MA,202153MA,339350,88076,0,0,0,0
1/9/21,1,2021,MA,20211MA,449125,163954,0,0,0,0
1/16/21,2,2021,MA,20212MA,668725,292332,0,0,0,0
1/23/21,3,2021,MA,20213MA,859175,392967,0,0,0,0
1/30/21,4,2021,MA,20214MA,1060900,547082,0,0,0,0
2/6/21,5,2021,MA,20215MA,1247600,727120,0,0,0,0
2/13/21,6,2021,MA,20216MA,1502725,1009560,1002696,765257,0,0
2/20/21,7,2021,MA,20217MA,1737170,1375439,1364844,1019629,0,0
2/27/21,8,2021,MA,20218MA,2091730,1684341,1669948,1194345,0,0
3/6/21,9,2021,MA,20219MA,2497130,2082052,2065788,1423801,640982,0
3/13/21,10,2021,MA,202110MA,2891100,2561749,2544068,1717752,874031,0
3/20/21,11,2021,MA,202111MA,3321910,2909219,2892322,1932142,1021600,0
3/27/21,12,2021,MA,202112MA,3848770,3345239,3329855,2200864,1196939,0
4/3/21,13,2021,MA,202113MA,4604300,3868668,3855222,2519546,1416618,0
4/10/21,14,2021,MA,202114MA,5331330,4461283,4450585,2891527,1687323,0
4/17/21,15,2021,MA,202115MA,5967370,5080279,5072724,3287256,1976458,0
4/24/21,16,2021,MA,202116MA,6771230,5672164,5666492,3604461,2255295,0
5/1/21,17,2021,MA,202117MA,7459960,6276416,6272038,3909748,2558500,0
5/8/21,18,2021,MA,202118MA,8068900,6785409,6779211,4115668,2869733,0
5/15/21,19,2021,MA,202119MA,8523650,7225009,7220197,4264932,3173423,0
5/22/21,20,2021,MA,202120MA,8968160,7643514,7639029,4434625,3430364,0
5/29/21,21,2021,MA,202121MA,9309200,7965407,7958754,4548140,3645984,0
6/5/21,22,2021,MA,202122MA,9481590,8185775,8178337,4633099,3787778,0
6/12/21,23,2021,MA,202123MA,9569230,8430750,8422643,4712521,3959058,0
6/19/21,24,2021,MA,202124MA,9628260,8638077,8631514,4781132,4105866,0
6/26/21,25,2021,MA,202125MA,9720330,8757305,8750845,4826462,4184415,0
7/3/21,26,2021,MA,202126MA,9759160,8884607,8880790,4871647,4273059,0
7/10/21,27,2021,MA,202127MA,9829100,8945400,8942424,4900571,4308593,0
7/17/21,28,2021,MA,202128MA,9861560,9010254,9008113,4933182,4344836,0
7/24/21,29,2021,MA,202129MA,9952860,9070698,9069312,4966743,4375598,0
7/31/21,30,2021,MA,202130MA,10011300,9143308,9142228,5007226,4406452,0
8/7/21,31,2021,MA,202131MA,10107570,9210344,9210445,5051432,4433946,0
8/14/21,32,2021,MA,202132MA,10173240,9277892,9278942,5094960,4462455,0
8/21/21,33,2021,MA,202133MA,10319790,9354657,9359129,5135462,4494883,0
8/28/21,34,2021,MA,202134MA,10439830,9437938,9442713,5175924,4530728,0
9/4/21,35,2021,MA,202135MA,10579470,9527318,9532672,5218847,4569846,0
9/11/21,36,2021,MA,202136MA,10686870,9592732,9598177,5249204,4598845,0
9/18/21,37,2021,MA,202137MA,10850990,9662587,9668862,5283098,4630100,0
9/25/21,38,2021,MA,202138MA,10906030,9731224,9738185,5313255,4661876,0
10/2/21,39,2021,MA,202139MA,10989900,9819970,9827876,5345253,4685444,0
10/9/21,40,2021,MA,202140MA,11242770,9975562,9988178,5391906,4718361,0
10/16/21,41,2021,MA,202141MA,11428890,10091008,10104572,5426359,4743173,0
10/23/21,42,2021,MA,202142MA,11641560,10223552,10244872,5471378,4774540,0
10/30/21,43,2021,MA,202143MA,12061430,10425045,10447018,5523036,4798860,0
12/19/20,51,2020,MD,202051MD,22425,521,0,0,0,0
12/26/20,52,2020,MD,202052MD,184250,18928,0,0,0,0
1/2/21,53,2021,MD,202153MD,260400,59890,0,0,0,0
1/9/21,1,2021,MD,20211MD,370725,128853,0,0,0,0
1/16/21,2,2021,MD,20212MD,563925,237751,0,0,0,0
1/23/21,3,2021,MD,20213MD,742175,307411,0,0,0,0
1/30/21,4,2021,MD,20214MD,884650,475780,0,0,0,0
2/6/21,5,2021,MD,20215MD,1029725,626838,0,0,0,0
2/13/21,6,2021,MD,20216MD,1192675,812231,840649,616370,0,0
2/20/21,7,2021,MD,20217MD,1450000,1054467,1095573,758754,0,0
2/27/21,8,2021,MD,20218MD,1837445,1280675,1326340,860103,0,0
3/6/21,9,2021,MD,20219MD,2116560,1606378,1656525,1063374,597306,0
3/13/21,10,2021,MD,202110MD,2430150,1922161,1974618,1291426,725097,0
3/20/21,11,2021,MD,202111MD,2866250,2194556,2249296,1479109,814202,0
3/27/21,12,2021,MD,202112MD,3335590,2594534,2647135,1757711,943997,0
4/3/21,13,2021,MD,202113MD,3811300,3043682,3094858,2012202,1157059,0
4/10/21,14,2021,MD,202114MD,4475360,3513930,3559360,2285293,1398541,0
4/17/21,15,2021,MD,202115MD,4967520,3924960,3967298,2512904,1613116,0
4/24/21,16,2021,MD,202116MD,5544960,4456286,4490690,2767167,1881341,0
5/1/21,17,2021,MD,202117MD,6148420,4859616,4892532,2958451,2096169,0
5/8/21,18,2021,MD,202118MD,6647730,5171015,5204587,3077715,2296918,0
5/15/21,19,2021,MD,202119MD,7154150,5517143,5551318,3198184,2533348,0
5/22/21,20,2021,MD,202120MD,7603410,5808759,5845227,3326608,2706687,0
5/29/21,21,2021,MD,202121MD,7936880,6111631,6147137,3458212,2885489,0
6/5/21,22,2021,MD,202122MD,8173730,6243970,6279944,3514635,2965885,0
6/12/21,23,2021,MD,202123MD,8286690,6423560,6460052,3575099,3089156,0
6/19/21,24,2021,MD,202124MD,8354700,6659569,6695091,3654356,3249846,0
6/26/21,25,2021,MD,202125MD,8436270,6738385,6776703,3686966,3300609,0
7/3/21,26,2021,MD,202126MD,8468140,6920679,6960734,3763074,3411827,0
7/10/21,27,2021,MD,202127MD,8580840,6990202,7030655,3793956,3451899,0
7/17/21,28,2021,MD,202128MD,8633450,7061815,7103778,3828835,3489899,0
7/24/21,29,2021,MD,202129MD,8713120,7133245,7175154,3867428,3525071,0
7/31/21,30,2021,MD,202130MD,8793230,7213539,7255665,3914288,3559190,0
8/7/21,31,2021,MD,202131MD,8902250,7293516,7336107,3964963,3590266,0
8/14/21,32,2021,MD,202132MD,9014850,7374832,7418457,4014946,3623262,0
8/21/21,33,2021,MD,202133MD,9154430,7462345,7506674,4059569,3659243,0
8/28/21,34,2021,MD,202134MD,9284250,7560767,7605447,4105299,3701152,0
9/4/21,35,2021,MD,202135MD,9513070,7660662,7706697,4149088,3744783,0
9/11/21,36,2021,MD,202136MD,9658710,7741854,7788168,4182333,3780842,0
9/18/21,37,2021,MD,202137MD,9827920,7825332,7874069,4218864,3819904,0
9/25/21,38,2021,MD,202138MD,9939660,7905677,7958281,4252219,3857911,0
10/2/21,39,2021,MD,202139MD,10068590,8005407,8058568,4281539,3885808,0
10/9/21,40,2021,MD,202140MD,10235470,8134406,8189797,4316209,3916875,0
10/16/21,41,2021,MD,202141MD,10422480,8242998,8300868,4346864,3945325,0
10/23/21,42,2021,MD,202142MD,10594710,8365492,8425779,4380511,3975616,0
10/30/21,43,2021,MD,202143MD,10953240,8488788,8552593,4405028,3993457,0
12/19/20,51,2020,ME,202051ME,11700,2262,0,0,0,0
12/26/20,52,2020,ME,202052ME,44675,15246,0,0,0,0
1/2/21,53,2021,ME,202153ME,65750,30849,0,0,0,0
1/9/21,1,2021,ME,20211ME,96475,45380,0,0,0,0
1/16/21,2,2021,ME,20212ME,136875,61129,0,0,0,0
1/23/21,3,2021,ME,20213ME,178450,93003,0,0,0,0
1/30/21,4,2021,ME,20214ME,212125,132067,0,0,0,0
2/6/21,5,2021,ME,20215ME,254550,168626,0,0,0,0
2/13/21,6,2021,ME,20216ME,299375,193246,197331,144375,0,0
2/20/21,7,2021,ME,20217ME,335375,268322,273340,193412,0,0
2/27/21,8,2021,ME,20218ME,416090,332358,337913,227192,0,0
3/6/21,9,2021,ME,20219ME,503580,398509,404831,267398,135505,0
3/13/21,10,2021,ME,202110ME,583690,477511,485092,321118,172875,0
3/20/21,11,2021,ME,202111ME,679570,557814,566223,373307,205315,0
3/27/21,12,2021,ME,202112ME,791220,656607,665917,435884,247671,0
4/3/21,13,2021,ME,202113ME,914940,756766,767332,496443,294735,0
4/10/21,14,2021,ME,202114ME,1037000,883051,894573,574339,368643,0
4/17/21,15,2021,ME,202115ME,1144750,1006549,1018833,652021,432309,0
4/24/21,16,2021,ME,202116ME,1265690,1105784,1118957,698363,486026,0
5/1/21,17,2021,ME,202117ME,1407470,1200539,1214131,741252,539689,0
5/8/21,18,2021,ME,202118ME,1520230,1276596,1290000,768149,597051,0
5/15/21,19,2021,ME,202119ME,1628280,1349471,1362809,789980,653998,0
5/22/21,20,2021,ME,202120ME,1732380,1422735,1436157,824404,696581,0
5/29/21,21,2021,ME,202121ME,1790020,1480132,1493076,848248,731374,0
6/5/21,22,2021,ME,202122ME,1805420,1509897,1522699,861282,750287,0
6/12/21,23,2021,ME,202123ME,1818640,1543742,1556374,872065,774785,0
6/19/21,24,2021,ME,202124ME,1840150,1582343,1594599,882698,804206,0
6/26/21,25,2021,ME,202125ME,1851690,1598972,1610755,888624,815293,0
7/3/21,26,2021,ME,202126ME,1857970,1623011,1634622,896684,832236,0
7/10/21,27,2021,ME,202127ME,1874270,1633699,1645168,901386,838767,0
7/17/21,28,2021,ME,202128ME,1883850,1645045,1656248,906496,844532,0
7/24/21,29,2021,ME,202129ME,1900430,1654540,1665616,912272,849012,0
7/31/21,30,2021,ME,202130ME,1925110,1666488,1677358,919882,853795,0
8/7/21,31,2021,ME,202131ME,1943300,1684133,1694662,928235,863223,0
8/14/21,32,2021,ME,202132ME,1961760,1697659,1707895,937015,868283,0
8/21/21,33,2021,ME,202133ME,1996940,1714318,1724808,946588,874488,0
8/28/21,34,2021,ME,202134ME,2025500,1734508,1744215,957643,881933,0
9/4/21,35,2021,ME,202135ME,2052590,1755264,1764501,968137,889933,0
9/11/21,36,2021,ME,202136ME,2070510,1771524,1780336,975584,897163,0
9/18/21,37,2021,ME,202137ME,2108070,1790467,1799178,984364,906804,0
9/25/21,38,2021,ME,202138ME,2128780,1808072,1816447,991454,916205,0
10/2/21,39,2021,ME,202139ME,2161920,1833508,1841208,998694,923214,0
10/9/21,40,2021,ME,202140ME,2209830,1859161,1868044,1005290,928926,0
10/16/21,41,2021,ME,202141ME,2246870,1888054,1896722,1011790,935475,0
10/23/21,42,2021,ME,202142ME,2302770,1918386,1927380,1019103,942331,0
10/30/21,43,2021,ME,202143ME,2382950,1968998,1977467,1029951,948372,0
12/19/20,51,2020,MI,202051MI,84825,2683,0,0,0,0
12/26/20,52,2020,MI,202052MI,280875,38251,0,0,0,0
1/2/21,53,2021,MI,202153MI,411275,90453,0,0,0,0
1/9/21,1,2021,MI,20211MI,664250,178147,0,0,0,0
1/16/21,2,2021,MI,20212MI,775450,401390,0,0,0,0
1/23/21,3,2021,MI,20213MI,1095675,652661,0,0,0,0
1/30/21,4,2021,MI,20214MI,1362600,922423,0,0,0,0
2/6/21,5,2021,MI,20215MI,1639575,1193181,0,0,0,0
2/13/21,6,2021,MI,20216MI,1919675,1537856,1563561,1079507,0,0
2/20/21,7,2021,MI,20217MI,2279240,1884038,1915315,1269258,0,0
2/27/21,8,2021,MI,20218MI,2704700,2245696,2282620,1444239,0,0
3/6/21,9,2021,MI,20219MI,3363430,2637353,2683284,1702571,955611,0
3/13/21,10,2021,MI,202110MI,3925470,3076878,3133864,2001598,1115924,0
3/20/21,11,2021,MI,202111MI,4543010,3589255,3655053,2339274,1325005,0
3/27/21,12,2021,MI,202112MI,5249380,4114426,4192518,2672984,1561981,0
4/3/21,13,2021,MI,202113MI,6104740,4749818,4844738,3044568,1856996,0
4/10/21,14,2021,MI,202114MI,7025100,5372960,5483837,3418037,2175595,0
4/17/21,15,2021,MI,202115MI,7872710,6045853,6174709,3802759,2539039,0
4/24/21,16,2021,MI,202116MI,8738230,6662538,6805913,4073953,2895690,0
5/1/21,17,2021,MI,202117MI,9500250,7216189,7371343,4285781,3248981,0
5/8/21,18,2021,MI,202118MI,10065270,7612067,7775672,4414798,3532443,0
5/15/21,19,2021,MI,202119MI,10576610,8005256,8177304,4546214,3817108,0
5/22/21,20,2021,MI,202120MI,10950450,8384059,8562093,4726417,4029544,0
5/29/21,21,2021,MI,202121MI,11229100,8652493,8834725,4850148,4183665,0
6/5/21,22,2021,MI,202122MI,11374440,8774074,8959199,4907438,4254374,0
6/12/21,23,2021,MI,202123MI,11436950,8994933,9183925,4986708,4404586,0
6/19/21,24,2021,MI,202124MI,11523660,9239321,9433338,5066990,4577451,0
6/26/21,25,2021,MI,202125MI,11584370,9353199,9550026,5113554,4650218,0
7/3/21,26,2021,MI,202126MI,11618810,9460993,9662386,5152285,4724478,0
7/10/21,27,2021,MI,202127MI,11707700,9547108,9750189,5188103,4772417,0
7/17/21,28,2021,MI,202128MI,11786370,9638398,9843299,5223222,4812992,0
7/24/21,29,2021,MI,202129MI,11915480,9728587,9935369,5262738,4849008,0
7/31/21,30,2021,MI,202130MI,12036590,9798817,10008534,5305202,4878436,0
8/7/21,31,2021,MI,202131MI,12198930,9880185,10092241,5358090,4911007,0
8/14/21,32,2021,MI,202132MI,12324690,9959554,10173902,5408284,4944192,0
8/21/21,33,2021,MI,202133MI,12608570,10046612,10263665,5452614,4981158,0
8/28/21,34,2021,MI,202134MI,12851880,10149473,10369394,5500024,5026532,0
9/4/21,35,2021,MI,202135MI,13032980,10249429,10472185,5543452,5070925,0
9/11/21,36,2021,MI,202136MI,13155800,10323430,10548327,5572538,5105325,0
9/18/21,37,2021,MI,202137MI,13321110,10436377,10664127,5625740,5155873,0
9/25/21,38,2021,MI,202138MI,13486810,10532217,10762141,5667160,5199673,0
10/2/21,39,2021,MI,202139MI,13601290,10704827,10937400,5718230,5243573,0
10/9/21,40,2021,MI,202140MI,13858110,10916450,11064616,5708654,5253381,0
10/16/21,41,2021,MI,202141MI,14040740,11069899,11220845,5738869,5283354,0
10/23/21,42,2021,MI,202142MI,14305980,11179955,11341614,5765073,5308437,0
10/30/21,43,2021,MI,202143MI,14782090,11468579,11636416,5812548,5342043,0
12/19/20,51,2020,MN,202051MN,46800,776,0,0,0,0
12/26/20,52,2020,MN,202052MN,136100,41092,0,0,0,0
1/2/21,53,2021,MN,202153MN,251650,82476,0,0,0,0
1/9/21,1,2021,MN,20211MN,381025,140703,0,0,0,0
1/16/21,2,2021,MN,20212MN,517200,233317,0,0,0,0
1/23/21,3,2021,MN,20213MN,680700,305297,0,0,0,0
1/30/21,4,2021,MN,20214MN,837550,485850,0,0,0,0
2/6/21,5,2021,MN,20215MN,950250,703366,0,0,0,0
2/13/21,6,2021,MN,20216MN,1130550,831483,833185,624303,0,0
2/20/21,7,2021,MN,20217MN,1284150,1097316,1103516,777373,0,0
2/27/21,8,2021,MN,20218MN,1599790,1322288,1330386,888433,0,0
3/6/21,9,2021,MN,20219MN,1953700,1627997,1640128,1086169,548488,0
3/13/21,10,2021,MN,202110MN,2263220,2000813,2015752,1330070,715226,0
3/20/21,11,2021,MN,202111MN,2551740,2244149,2263345,1471972,832585,0
3/27/21,12,2021,MN,202112MN,2907150,2557970,2579913,1668646,960958,0
4/3/21,13,2021,MN,202113MN,3365000,2955945,2983431,1891156,1164165,0
4/10/21,14,2021,MN,202114MN,3777940,3312268,3343240,2097594,1359032,0
4/17/21,15,2021,MN,202115MN,4194140,3712223,3746333,2344697,1584758,0
4/24/21,16,2021,MN,202116MN,4634790,4038574,4075722,2498179,1760412,0
5/1/21,17,2021,MN,202117MN,5030120,4421310,4458614,2675504,1966598,0
5/8/21,18,2021,MN,202118MN,5348340,4675303,4713746,2772770,2131417,0
5/15/21,19,2021,MN,202119MN,5776950,4934166,4973089,2857017,2314759,0
5/22/21,20,2021,MN,202120MN,6075430,5209667,5246990,2976790,2476452,0
5/29/21,21,2021,MN,202121MN,6290840,5387405,5423474,3054435,2582634,0
6/5/21,22,2021,MN,202122MN,6380580,5483175,5518008,3095970,2640216,0
6/12/21,23,2021,MN,202123MN,6438580,5597912,5632176,3132386,2721966,0
6/19/21,24,2021,MN,202124MN,6479520,5732364,5765195,3170566,2821578,0
6/26/21,25,2021,MN,202125MN,6512270,5801910,5833844,3196664,2866834,0
7/3/21,26,2021,MN,202126MN,6535450,5902826,5934308,3226604,2943057,0
7/10/21,27,2021,MN,202127MN,6588240,5944447,5975297,3244644,2967470,0
7/17/21,28,2021,MN,202128MN,6619760,5987431,6017298,3264519,2991453,0
7/24/21,29,2021,MN,202129MN,6675470,6031253,6060338,3288107,3012978,0
7/31/21,30,2021,MN,202130MN,6729030,6082721,6110829,3320251,3033637,0
8/7/21,31,2021,MN,202131MN,6792720,6144370,6171433,3362016,3055111,0
8/14/21,32,2021,MN,202132MN,6900160,6206189,6232111,3403515,3077482,0
8/21/21,33,2021,MN,202133MN,7151520,6278356,6302743,3443415,3104810,0
8/28/21,34,2021,MN,202134MN,7286680,6354038,6376857,3474987,3139261,0
9/4/21,35,2021,MN,202135MN,7444850,6432013,6453665,3505778,3176678,0
9/11/21,36,2021,MN,202136MN,7522080,6491587,6512200,3527548,3207519,0
9/18/21,37,2021,MN,202137MN,7644010,6553805,6573163,3550787,3239104,0
